id,name,model,type,skill,phase,attack,hp,criticalRate,criticalRatio,dieSound,firstEntranceStage,chapter,monsterType,thumbnail,thumbnailScale,thumbnailOffset,purpose,CircleRadius,ColliderOffset,exp,stand-ruid,move-ruid,attack-ruid,hit-ruid,die-ruid,speed,attackCoolTime,interval,stopMovingAfterSkillDuration,Scale,isSpeedy
Soda Flavor Jelly Juice,소다맛 젤리주스,model://3ee426e5-bbca-4e5e-9a77-c87707c36c7d,monster,,,2188,133661,0.1,1.3,7e56ad1d3a5b4740b3e81fb8d5ab4a8c,6,5,,,,,common,0.33016,"(-0.003, 0.504)",3,05eff172fb9c4ab3b814995d6d62a73d,5ad270d028074995b671c2e24e914e92,6f3092569ecc4492964a09512a9421b7,ec5cd4042a234fbd9f5426da69b09783,28c66c4e7621485aadf4cf56a1c1104a,2.4,6,0.1,0.7,1,
Grape Flavor Jelly Juice,포도맛 젤리주스,model://cac2d6b4-145f-4d34-a74e-01a9f59aa897,monster,,,2272,136473,0.1,1.3,8f66c549db424ab19aa170cae7135919,6,5,,,,,common,0.33016,"(-0.003, 0.504)",3,f6f3116110144362a8b7145c2b8fcd0e,1559a3551ca24648983258893fe63fa7,8ae6a89492c34cffad94b820f1c5c75d,b0766f6d11144e69b0a48f81ee2c5b43,72fb46b30d454e529ea6caafee27c426,2.4,6,0.1,0.7,1,
EliteBoss_Grape Flavor Jelly Juice,엘리트 포도맛 젤리주스,model://4dce9071-63f2-4ecd-9172-47412b10f8dc,boss,305,,4647,40104645,0.1,1.3,8f66c549db424ab19aa170cae7135919,6,5,,f6f3116110144362a8b7145c2b8fcd0e,,15,common,0.36539,"(0.004, 0.428)",3,f6f3116110144362a8b7145c2b8fcd0e,1559a3551ca24648983258893fe63fa7,8ae6a89492c34cffad94b820f1c5c75d,b0766f6d11144e69b0a48f81ee2c5b43,72fb46b30d454e529ea6caafee27c426,3.2,5,5,0,2,
Colabear,밸리베어,model://b2b864c1-88fa-4cb8-b7f2-c2957ecd156e,monster,99,,2812,115633,0.1,1.3,f7f90ba7a4d749029a9777c473683818,1,5,range,,,,common,0.33016,"(0.089, 0.481)",3,d32dc6002caf4fca9471e096c9ac3a95,b53085b63c1c47608c9eda80b09c7ab5,e723725c2b15465b874f356ddbec30f6,327a751b55e04677ac86b44bcd7d18c3,49c90ca06ed046f4b23fae10716713b8,1.6,5,0.1,0.5,1,
EliteBoss_Colabear,엘리트 밸리베어,model://95896554-defd-436b-88a9-9d04e2bbeddd,boss,301,,2999,18655700,0.1,1.3,f7f90ba7a4d749029a9777c473683818,2,5,,d32dc6002caf4fca9471e096c9ac3a95,,10,common,0.36539,"(0.004, 0.428)",3,d32dc6002caf4fca9471e096c9ac3a95,b53085b63c1c47608c9eda80b09c7ab5,e723725c2b15465b874f356ddbec30f6,327a751b55e04677ac86b44bcd7d18c3,49c90ca06ed046f4b23fae10716713b8,3.2,3,3,0,2,
Canterbear,마몬,model://b9b69535-cb55-45e0-a539-7e45a0a3eb45,monster,,,3426,172612,0.1,1.3,5ab327dbfaf6453a9626257d890788a9,7,5,,,,,common,0.33016,"(0.031, 0.549)",3,bde283a970d8413b9da916548fa845aa,55b7168bc4934a96b367b37038ee4378,8491ac55665342678354d78dde7b6fa3,92d38d65483d48cba7a813682ab6f43f,17f763a04692426c936a8e5294ffdf3d,3.2,6,0.1,0.6,1,
GreenBubbleTea,그린 버블티,model://c51c2a01-b288-4950-bf0f-a291620cee4e,monster,100,,3115,123976,0.1,1.3,07a8e174b1774f979fe149b1bce10a0b,3,5,range,,,,common,0.33016,"(-0.003, 0.300)",3,031a2cb5fd5a41f2aa9971a3216a5e14,efcfa74c51184ec8807c3fb04f14a5be,c17e48b24e0d46e4bcb190ef03f5db52,4c7543c911464711b19e4a57e9caacdf,f4dad2e0394a43188c3d23da3e668a6b,2.8,4,0.1,0.6,1,
RedBubbleTea,레드 버블티,model://8286b6e0-c3c2-4e94-a854-157ec7518aad,monster,101,,2597,130449,0.1,1.3,07a8e174b1774f979fe149b1bce10a0b,5,5,range,,,,common,0.33016,"(-0.003, 0.300)",3,7fc2ff914c5b489a97ed05be5dc3ab33,fa0a537ae64546f38c2bc8d0af3785c5,06228c21ebae403786e810c66b0e2ffc,1fb5f8170df0466483c2d127ecbbea5a,d91a0fb6dbe7446fb3bc9e0ffc8c45dc,2.8,6.5,0.1,0.6,1,
YellowBubbleTea,옐로우 버블티,model://2e222b9b-6a06-4e53-9925-60dbe8f921c8,monster,,,6040,131513,0.1,1.3,07a8e174b1774f979fe149b1bce10a0b,7,5,,,,,common,0.33016,"(-0.003, 0.300)",3,96f9afcef4804113a4facf03b357e794,fe2fd5f6ab95469f92cccd94b5dd1c8a,dd7ed9408f264d6fa2cc1b08dc0064c4,c0022a3a3aee4ba5b42b40f9ff53378f,6ac93879a051430f8d6d517842640bac,3.7,6.5,0.1,0.6,1,1
EliteBoss_YellowBubbleTea,엘리트 옐로우 버블티,model://7efe4de8-a647-43f9-96cb-934ab62c4086,boss,303,,3529,21590021,0.1,1.3,07a8e174b1774f979fe149b1bce10a0b,4,5,,96f9afcef4804113a4facf03b357e794,,25,common,0.29097,"(-0.016, 0.333)",3,96f9afcef4804113a4facf03b357e794,fe2fd5f6ab95469f92cccd94b5dd1c8a,dd7ed9408f264d6fa2cc1b08dc0064c4,c0022a3a3aee4ba5b42b40f9ff53378f,6ac93879a051430f8d6d517842640bac,3.2,5,5,0,2,
SmileCookie,스마 진저맨,model://2b8e5a4f-6021-40df-9bc8-a6a410bd2552,monster,,,3679,196143,0.1,1.3,02cf99fe78a74f9b87a73b5add65b2a5,7,5,,,,,common,0.33016,"(-0.003, 0.324)",3,2e66fa72b7bf41bb8786661caad1d15f,f04884fcbce1465ba2d3435eced4be0f,f04884fcbce1465ba2d3435eced4be0f,74f4f8bc70a747338a404771eb91994e,0fc3e72d6bc9429cb4f1dff580cf4b02,2.4,6,0.1,0.7,1,
PinkBean,핑크빈,model://02d6b2eb-02c6-453e-a855-e7713d2a2d44,monster,,,3662,210174,0.1,1.3,948ffb7991644eeb91aadd7f7ee3e284,8,5,,,,,common,0.33016,"(-0.003, 0.385)",3,18c0422c0a0e47bea341298bca955168,106f87dfdf7645bd95857d2139ed8ec5,9c9471cead8a4d73a49386ceeac16f6e,6b791fa1a6a446ed950a566ab5d06de3,6e0002193e6a476eb80f237999f4fe0e,2.8,5.8,0.1,0.5,1,
EliteBoss_PinkBean,엘리트 핑크빈,model://a2299002-ba2b-4e40-b9a5-58777128f95a,boss,306,,4311,39386913,0.1,1.3,948ffb7991644eeb91aadd7f7ee3e284,7,5,,18c0422c0a0e47bea341298bca955168,,15,common,0.36539,"(0.004, 0.428)",3,18c0422c0a0e47bea341298bca955168,106f87dfdf7645bd95857d2139ed8ec5,9c9471cead8a4d73a49386ceeac16f6e,6b791fa1a6a446ed950a566ab5d06de3,6e0002193e6a476eb80f237999f4fe0e,3.2,7,7,0,2,
Star Pixie,스타픽시,model://5ae10de1-53f5-4aa5-9f2d-00869e957b3d,monster,,,6700,147140,0.1,1.3,a3ffe960193b4ff588b6cdf3f2c7df79,8,5,,,,,common,0.13477,"(-0.053, 0.282)",3,7d75b402fb764b30af19b85a50f3ded9,ed976c075cee4bdfae283f497279a24a,738194272e2648679eb67d5328fd93b7,73143570b3004aa39f667251465cf37d,2425928c1086457f84f3ed95f4b2d919,4.1,4,0.1,0.3,1,1
BirthdayCake,메이플 생일케이크,model://8b770fe9-f824-4a33-9e51-f78d8d0833da,monster,,,4226,215433,0.1,1.3,6dd5b1ade2144916be8033b93353cfd4,8,5,,,,,common,0.33016,"(-0.029, 0.308)",3,f0e57f99532a49a78b3500c2d0f4209e,a8cbd589bfba48fc8a8eb6cefcf74b4c,a8cbd589bfba48fc8a8eb6cefcf74b4c,fa28d6b1c0ea4feebd1aa82d32294aa9,24dfb7cea7fa4e9b89f1a4956f995c2b,3.2,5,0.1,0.6,1,
ChristmasCake,크리스마스 케이크,model://a2cb1700-f0e2-4768-ac0f-36ba20b00f86,monster,,,3446,219917,0.1,1.3,9876cf0343e842029161e9827d7f26f2,9,5,,,,,common,0.33016,"(-0.029, 0.308)",3,784d8583cf5242b59e3ed5ecafca6376,fc7094e3a6f24a349f0ee06660527e56,fc7094e3a6f24a349f0ee06660527e56,999b6479201b476a9f2fd18a8ffa15b5,47c99435c514460b9409a8e7eb8af456,2.4,6,0.1,0.5,1,
Chestnut mouse,밤도둑 서생원,model://d28bfbb8-94b0-4521-85d0-90a4c194d251,monster,102,,3806,203677,0.1,1.3,6c4757c97ff64ad0bac8ae62a174b08a,7,5,range,,,,common,0.33016,"(-0.003, 0.411)",3,d44fcee0738a46fd9d06c4bbfed0f015,23f389044732450db5a84ea55722a962,23f389044732450db5a84ea55722a962,3c00d80874e24b29a4bad66c1bd6ecff,b4d3c5464d2d445787f4a84f33bde210,2.8,5.8,0.1,0.5,1,
Silk mouse,비단도둑 서생원,model://ded82cd6-0564-458b-a714-35de7baf2680,monster,,,3569,221045,0.1,1.3,46b5ace6c9bf4e4297a6fc84275e0bdf,9,5,,,,,common,0.33016,"(-0.003, 0.411)",3,a082e61cb73a471b9cb2c3c8162dbfc5,117919dd03c04667aa7d5bb6c5ec07e8,117919dd03c04667aa7d5bb6c5ec07e8,0858d975a9d541a69719871f49e576be,203e1c6df1b4492c8f19ab77fbe3ba16,2.8,5.8,0.1,0.5,1,
Pear mouse,배도둑 서생원,model://abcac8fc-7e03-4f41-948c-01183b4533a2,monster,,,3569,221602,0.1,1.3,9acc7cf798e04f2f9a121986f9798a3f,9,5,,,,,common,0.33016,"(-0.003, 0.411)",3,d9d682f9ebec451abbcd9e8ed1ea2925,e93854656bbc45d8a8ea030b4e79da15,e93854656bbc45d8a8ea030b4e79da15,e6c0f0d6edbb4ea498e32f895e6a2601,3d59a8513b7749da8c534ad5646f0f7a,2.8,5.8,0.1,0.5,1,
Rice mouse,쌀도둑 서생원,model://b5af0601-bd61-43ae-9875-edbdd16f8cf9,monster,,,3569,229134,0.1,1.3,7a1e65f81ee346178af0c8c8ff2e152e,9,5,,,,,common,0.33016,"(-0.003, 0.411)",3,c9252542081740f1994a3498b17bb245,26c8bb81efd14fee9fcbf8e59713a71b,26c8bb81efd14fee9fcbf8e59713a71b,aa415e6101fa4e498ea395c9fa6b88db,f430092dad434025af975df821b6a42a,2.8,5.8,0.1,0.5,1,
EliteBoss_Rice mouse,엘리트 쌀도둑 서생원,model://97f51617-3614-4292-a67d-86c663fb2316,boss,310,,5040,40883040,0.1,1.3,7a1e65f81ee346178af0c8c8ff2e152e,8,5,,c9252542081740f1994a3498b17bb245,,0,common,0.36539,"(0.004, 0.428)",3,c9252542081740f1994a3498b17bb245,26c8bb81efd14fee9fcbf8e59713a71b,26c8bb81efd14fee9fcbf8e59713a71b,aa415e6101fa4e498ea395c9fa6b88db,f430092dad434025af975df821b6a42a,3.2,2,2,0,2,
Yabber Doo,판스,model://3db85d47-d545-4b9e-98bd-26ff5abf3869,monster,,,3692,232213,0.1,1.3,b326f812915749d3afe7ffe4075c08d0,9,5,,,,,common,0.33016,"(-0.038, 0.542)",3,322886fbcdc9450db1db05c961c6feaf,b735dc692baa4874b503fa6400073fbe,3066af43bfae4359b6667a8a98dcd6e1,21fffd6c89d745b8a72e4044accd7479,9a6a23b1d4e441cc912dc832cc206546,3.6,6,0.1,0.5,1,
Chocolate Syrup,초코시럽,model://06f06122-6c6d-4aba-9374-f8f9fa6238db,monster,,,4238,243112,0.1,1.3,863e79ad0db04f8d88c83b84c029939d,10,5,,,,,common,0.33016,"(-0.003, 0.411)",3,d8654a0387bb47069912c8a032109b32,4968fc990a3e4127b22b808a8aadd65a,4968fc990a3e4127b22b808a8aadd65a,9c598303fa9c46e9b34cbf3934fe9e16,4b7373e3e4384679844679eedcbcb64a,2.8,5.8,0.1,0.5,1,
EliteBoss_Chocolate Syrup,엘리트 초코시럽,model://8b92ca0d-070d-4df4-89d5-76dbbf8acfff,boss,311,,5294,41946890,0.1,1.3,863e79ad0db04f8d88c83b84c029939d,9,5,,d8654a0387bb47069912c8a032109b32,,20,common,0.2781,"(0.000, 0.307)",3,d8654a0387bb47069912c8a032109b32,4968fc990a3e4127b22b808a8aadd65a,4968fc990a3e4127b22b808a8aadd65a,9c598303fa9c46e9b34cbf3934fe9e16,4b7373e3e4384679844679eedcbcb64a,3.2,1.8,1.8,0,2,
Pink Teddy,핑크테니,model://ea95a83c-d7f0-4fb5-b234-4929e59c19b4,monster,,,7610,171680,0.1,1.3,4c535b4ef01f43899da6dccfa08c513c,10,5,,,,,common,0.33016,"(-0.081, 0.233)",3,3fe1878312e240a482427af8ccd1499f,0c63f86917a74661a2be4bac68b0d3b7,0c63f86917a74661a2be4bac68b0d3b7,1155fb4c963d489cae9ee655a6f3a137,d394a3aa862044298baaffefc3a98ac7,4.3,6,0.1,0.5,1,1
Enraged Espresso Machine,증기뿜는 커피머신,model://83fa7bdb-dd03-432e-9656-b18fa903f434,monster,98,,3815,232353,0.1,1.3,88b0f101b4714a71a53b00665ea849b2,9,5,range,,,,common,0.33016,"(-0.094, 0.727)",3,fbee01eab0b3464ca19593d2cf9cf67e,b2dd08b21b0a4e50b29e62a692e69706,8ba4d6ca6fea4e16a9724fba48dfb04b,1e13f6cd4741461b856227eec117068e,40c410d38c044c79b0010a2d3d35acc8,2.4,6,0.1,0.7,1,
Monster_Chestnut mouse insect,밤애벌레,model://b636cb44-e535-43ce-b20c-c40ce5f79ce4,monster,,,4635.2,116257,0.1,1.3,33ecd18f96e9436e8f445feb5c4059dc,1,5,,,,,common,0.24475,"(-0.020, 0.191)",3,ff2e32c46ef34c7c8411a34bc8c0da97,027f71568a7b4f96b9656087009a45e0,027f71568a7b4f96b9656087009a45e0,ba333f4b536f46f6ab403b1e299d18d3,7ef8bbd33e454ffbba4e075bdd71510f,2.5,3,0.1,0.5,0.5,
WhiteCream,달콤생크림,model://48208911-302a-4f06-9ed5-52eec8581601,monster,139,,3006,127811,0.1,1.3,3765fd4cc37c49be97b164008e5994d1,5,5,,,,,common,0.51645,"(-0.093, 1.322)",3,e77e6763b14e4039abe1a7ffe1ddf8a9,9abae12b986749c68a9a22013423ac11,f57adecedc44465a8b39b67db33ff6c6,d219eaa4667e42d092819d0104cf4b2f,7b4ea2184d254dbb83657741d465cb89,3.7,5,7,0.5,1,
ChocolateCream,달콤초코크림,model://07b5f291-32a3-4fd1-adc7-bb9b3eef6c70,monster,138,,4008,127811,0.1,1.3,5ed22d17de1246b1a74dd36de93eacf7,5,5,,,,,common,0.51645,"(-0.093, 1.322)",3,8a599e53cd104c0f97b4030a88d625ae,528450cf7f9f4d788186b057ff109431,0e8ffbc3bf0a4cc2ba21bf7666565d87,641b46d0cd5646e29e200581442ca9fb,7ed0bd1b76d449bdbe80fffe2849603b,3.7,5,7,0.5,1,
Boss_ChocoNue,보스 - 초코 누에,model://645a7c88-af12-4b13-aeff-6f28629b5899,boss,133_134_135_136_137/133_134_135/136_137/133_135_136,100/75/50/25,2425,36553138,0.1,1.3,a5a3d32aee4841c390c8274a1badccee,5,5,,,2,-220,common,0.6,"(0.0, 0.42)",3,b3a680bf3f054f5d8181cdb657a588b3,b3a680bf3f054f5d8181cdb657a588b3,dd5cbb18188141bf920f1e4ded325f32,e0cc57d0ca254b5b95d323f8162f0ef8,61d948c44de441eb87e8983de7ee9c98,3.7,3,7,0.5,2,
Boss_Lucid,보스_루시드,model://d68d34d0-de2b-4c5c-84f5-9470b28cfd5d,boss,202_203_205/202_204_206/202_203_204_205_206,100/75/45,4750,71942775,0.1,1.3,8ca471e5b2954cac860e5a8b01b1f718,10,5,,,1.2,-15,common,0.51116,"(0.0, 0.5408472)",3,7d6915d162074fbdba004f4a5e7bbafd,7d6915d162074fbdba004f4a5e7bbafd,6ae2867908e04cf793db8155ba139a4c,8d06319f56fe427e9568fc4d9095448d,ea2f7c0f10c84703ae8d1d3fb61faf30,3,3,0.1,0.5,1,
Boss_Lucid_mini,루시드 미니버젼,model://900653fa-15e1-417a-a1c6-8932b76e5619,monster,,,3569,292807,0.1,1.3,af080436f1174bdea893b7fd2cad15d8,10,5,,,,,abnormal,0.22404,"(-0.06022072, -0.002483368)",3,2a128870bab049aebd3c5ffcb7b8b15b,2a128870bab049aebd3c5ffcb7b8b15b,2a128870bab049aebd3c5ffcb7b8b15b,2a128870bab049aebd3c5ffcb7b8b15b,2a128870bab049aebd3c5ffcb7b8b15b,3,5,0.1,0.5,1,
OrangeMushroom,한겨울의 주황버섯,model://7697e01d-ad9d-42d2-a101-34f87a4d0abc,monster,,,6360,186000,0.1,1.3,e5e63dce6d9b4596956f9f61f8fde1a2,1,6,,,,,common,0.24475,"(-0.019, 0.5)",3,df30a6804bba494897be7e35ae8d59c3,5381baa97d2f47df8536985f8db4e969,5381baa97d2f47df8536985f8db4e969,3eae46124e284a7e8e820c2471d0cab5,ff43a4b7a2c04a9192dbf7c95e4c95f9,3.6,3,0.1,0.5,1,1
WinterSlime,한겨울의 슬라임,model://8432d938-e59a-4435-9122-aa8b3284099b,monster,,,4163,311018,0.1,1.3,ef72d6b900294018a598d0cc96eccddc,1,6,,,,,common,0.24475,"(-0.019, 0.22)",3,656a9cea766942a6bed36bffb7c248fd,daf9144c829b4697ad7120a1e65c024d,daf9144c829b4697ad7120a1e65c024d,629896386cf349b2ae4684bdbbbb2cb3,1d589972ae6a44deb5b8e9fb10ca1ddc,2.4,3,0.1,0.5,1,
EliteBoss_WinterSlime,엘리트 한겨울의 슬라임,model://4d4b5d9d-e734-4235-b48e-652c8620d870,boss,312,,5573,49326181,0.1,1.3,ef72d6b900294018a598d0cc96eccddc,1,6,,,,35,common,0.36539,"(0.004, 0.428)",3,656a9cea766942a6bed36bffb7c248fd,daf9144c829b4697ad7120a1e65c024d,656a9cea766942a6bed36bffb7c248fd,629896386cf349b2ae4684bdbbbb2cb3,1d589972ae6a44deb5b8e9fb10ca1ddc,3.2,6,6,0,2,
WinterEvilEye,한겨울의 이블아이,model://27e6fe52-1713-49a0-b949-b43bd9b0053f,monster,,,7404,319546,0.1,1.3,72c9a0a7a14e48ab86000900d4bc0285,2,6,,,,,common,0.18955,"(-0.034, 0.257)",3,99fcedd41abd470fa00682ac3c5f288b,942d646d46514805be876e96095dc479,942d646d46514805be876e96095dc479,d59626a9b70a4f2f8457d94028a19d14,11458f81db11479ba3fe2a18743262a5,2.4,3,0.1,0.5,1,
WinterJuniorYeti,한겨울의 주니어 예티,model://8e96a061-6ffe-47de-91ac-3b5ff5e24712,monster,,,5760,330100,0.1,1.3,00f8efdea1fe47748fd218c61c7e08c0,3,6,,,,,common,0.17913,"(-0.006, 0.206)",3,ffaa725568cd4207a7e373f36a36538a,d0608281d9bb48f78ebadf390149f672,d0608281d9bb48f78ebadf390149f672,d4853a6fc61c415da65e1a0309e708e8,829eb0fbe8074264860ab3186466ec37,2.4,3,0.1,0.5,1,
Winterfennec,한겨울의 골든페넥,model://65e50440-3a6e-4cd3-b04e-80775d4b5bef,monster,151,,4163,314154,0.1,1.3,95390899bd5e42bf9fed0a342fa6d607,1,6,range,,,,common,0.1872,"(0.084, 0.403)",3,ad14570509f544e58a2d16f8f33d845a,30dcab193685480090e0498443f525ad,30dcab193685480090e0498443f525ad,b41d3ddf72a94628b6b02ac8eee30bae,ddf7bd7ada924c1495d374bc8277df61,2.4,10,0.1,0,1,
Model_WinterYetiandPEPE,한겨울의 예티와 페페,model://226a8f75-3485-46c7-93a9-a9179a540a11,monster,,,6000,332206,0.1,1.3,9706c7e7cd5448679ed4eaa521bf1258,3,6,,,,,common,0.44547,"(0.004, 0.497)",3,b83469ceb05f40848b5bbf23bba88be9,ab65572f726a497c92cb4fe124d6defb,ab65572f726a497c92cb4fe124d6defb,aa17031734fb43adb9985ba1288560b5,49ee630bfe0f4d8caf3ddc34eac2bf8d,2.4,3,0.1,0.5,1,
Model_WinterOctopus,한겨울의 문어,model://acb04fb7-75c6-469e-b419-38ab7b18931e,monster,,,3689,337622,0.1,1.3,5deff8b7062042b0a0f87da58c43fba5,4,6,,,,,common,0.22033,"(-0.006, 0.3237)",3,c710e87a4dce46fa96de0980a11a1bcc,cdc228ee73fc4436aa31e8acec721c05,cdc228ee73fc4436aa31e8acec721c05,782aaa5cda2246d0a8fcf567a03f9884,b7cc0a47c7a84371894b09c7a02f1313,2.4,3,0.1,0.5,1,
EliteBoss_WinterOctopus,엘리트 한겨울의 문어,model://38f90545-f8bf-420c-ab64-e59eece88ea0,boss,314,,5695,56231250,0.1,1.3,5deff8b7062042b0a0f87da58c43fba5,3,6,,,,25,common,0.27739,"(-0.019, 0.408)",3,c710e87a4dce46fa96de0980a11a1bcc,cdc228ee73fc4436aa31e8acec721c05,cdc228ee73fc4436aa31e8acec721c05,782aaa5cda2246d0a8fcf567a03f9884,ddf7bd7ada924c1495d374bc8277df61,3.2,6,6,0,2,
Model_Winter Axe Stump,한겨울의 엑스텀프,model://3432a5c3-9eb7-4336-a42c-e10f8ede1d50,monster,,,4088,344515,0.1,1.3,ab8024f56a974904ace4bf79bb0020c0,5,6,,,,,common,0.22033,"(-0.006, 0.3931)",3,fb64f951ecb742b2b53ef1aca6381aeb,65d6e61101ee4daeba680d10160f45a6,65d6e61101ee4daeba680d10160f45a6,83f355a1f0504a30aee51d1e7247878a,850af71fd5d64fb09ab45bbb6923a618,2.4,3,0.1,0.5,1,
Model_WinterBirk,한겨울의 버크,model://46c2d1f4-d99a-4e71-86d6-bc15d010acb1,monster,,,4252,346138,0.1,1.3,68d0b7af3dbf45219e3f640312dcaab4,5,6,,,,,common,0.24483,"(-0.007, 0.3108)",3,6cf4d71d26c0439d9de1500084b34c1e,08af53c1c3054630838dcf2df1c14661,08af53c1c3054630838dcf2df1c14661,71651057ef75446a885dbfaefbc319bc,3f628bd88c29408aa3a9f653c7026672,2.4,3,0.1,0.5,1,
Model_WinterRibbonPig,한겨울의 리본돼지,model://13bf8300-cb59-41ae-a48f-5bd4206d5ad7,monster,,,4088,352462,0.1,1.3,00294e384d414ed48cff1034f2af54c0,5,6,,,,,common,0.19649,"(-0.0403, 0.2090)",3,f208c73a9e644575a6f64b08fc153757,a759b8306a6c48b2b0c27c91e8d91b65,a759b8306a6c48b2b0c27c91e8d91b65,d5649eccc0aa4d859da63ff07e1a1522,4d1eaac7e01f443e9859619963b44f86,2.4,3,0.1,0.5,1,
WinterCubeSlime,한겨울의 큐브슬라임,model://ca180bc4-5fe8-49e3-a5a2-11e2788d6acb,monster,,,2501,356537,0.1,1.3,2e6c24317d454c0a9ede4d2673f8802a,6,6,,,,,common,0.22033,"(0.016, 0.231)",3,0c9472fdf5d94bbeb138d9f44248a0ad,c3b415711ec34aaba57b63c4a9450fb6,c3b415711ec34aaba57b63c4a9450fb6,beaf4bf1b1c5419aa332f73d556d6dd0,872698bbb097465e923a005422d7a9ef,2.4,3,0.1,0.5,1,
WinterCastleGolem,한겨울의 캐슬골렘,model://dd257dbf-99a5-4d9d-bf0a-9506ae663f76,monster,,,3816,358832,0.1,1.3,bbee8e82be084b3a91863251eb0df817,6,6,,,,,common,0.22033,"(0.005, 0.300)",3,1c8a9aa997ae451183b0305a97237ceb,ec64c40b5f6645f093585bbc4469d232,ec64c40b5f6645f093585bbc4469d232,fdd5b091595a414680f22827f9098d5c,1ccb7a346f0d44a4a10674d43785bd8a,2.4,3,0.1,0.5,1,
Winter Pink Teddy,한겨울의 핑크테니,model://bb5d0697-25ef-4a8a-b857-cd734ac380d7,monster,,,3958,361492,0.1,1.3,c9ae4c0301b042528afa80c2c56fa312,6,6,,,,,common,0.17319,"(-0.0420, 0.2535)",3,8288467c8dce43a6a8979275b15fb676,c77bb5c53696461d8b43ebc6ad4d8c57,c77bb5c53696461d8b43ebc6ad4d8c57,0a2346f5ead3458cbc98cd2d75c8e602,df61bda312af4cb680e1647ad0b08278,2.4,3,0.1,0.5,1,
WinterDoraji,한겨울의 도라지,model://d89c9749-5063-4319-b508-72c72bd2ccb9,monster,,,6970,235210,0.1,1.3,97d456238c06442abfbfee79ae57bb22,6,6,,,,,common,0.22033,"(0.005, 0.300)",3,af3f840bbc4c4af19791fccd229107a7,4b42c31ab1e045fca2faa19439cd1d9b,4b42c31ab1e045fca2faa19439cd1d9b,abab7efe424f4375a2427496b682d110,8d7c01856a9a4e40aa57d88cbe51d8ac,5,3,0.1,0.5,1,1
EliteBoss_WinterDoraji,엘리트 한겨울의 도라지,model://6e26c270-3658-4e58-a314-5aef55f782cb,boss,316,,7990,80285961,0.1,1.3,97d456238c06442abfbfee79ae57bb22,6,6,,,,-5,common,0.22381,"(0.043, 0.350)",3,af3f840bbc4c4af19791fccd229107a7,4b42c31ab1e045fca2faa19439cd1d9b,4b42c31ab1e045fca2faa19439cd1d9b,abab7efe424f4375a2427496b682d110,8d7c01856a9a4e40aa57d88cbe51d8ac,3.2,7,7,0,2,
WinterScubaPEPE,한겨울의 스쿠버페페,model://7fa0936d-69b2-4a8d-a83c-9e15115318cb,monster,,,3607,369878,0.1,1.3,e1b6e6ec22364a288947b51f98aa81e0,7,6,,,,,common,0.17319,"(0.040, 0.382)",3,4836ff02ba47411198478e2b95da0ea8,182ab5b1af7e4e54b60a2a6a865cfd17,182ab5b1af7e4e54b60a2a6a865cfd17,5e0091e22d904259ae21ee4c34b27998,a73e91753e0f402aa514b52569552ca5,2.4,3,0.1,0.5,1,
WinterPandabear,한겨울의 판다곰,model://c93b9ac8-af3a-43ac-a9c4-47436a75d5ad,monster,,,3607,371966,0.1,1.3,6dd11e7ac5574f8b8a19d943e5612066,7,6,,,,,common,0.36747,"(-0.0652, 0.3920)",3,34c12c40b25f42d4a663f3ec2cff8faa,217325a35f1646178a3b2c7d76b25d2d,217325a35f1646178a3b2c7d76b25d2d,c930c94731c64ec1a71e011b9a077e48,604ed97d34c34e61bd72758d1977f777,2.4,3,0.1,0.5,1,
WinterPinkbean,한겨울의 핑크빈,model://f4133416-8ff5-43ab-b91f-3f3c20d39938,monster,,,3740,372314,0.1,1.3,b219c8f269ce4bcb8fc08686689b52bd,7,6,,,,,common,0.2573,"(0.044, 0.351)",3,3ec59c949ad94b3f98b92f377ae1d54b,3343b302b55f4506b9744008e99c2c96,3343b302b55f4506b9744008e99c2c96,08fc555074744f338299631ea902dfe1,6ed9bbc8ec0d41259b1c0dafba4af2e4,2.4,3,0.1,0.5,1,
Winter Jr. Balrog,한겨울의 주니어발록,model://53000527-43f7-4911-a9b8-71d3cc3d02ee,monster,,,3740,403451,0.1,1.3,afda2987bf8e436ab70d9a67eea7c246,7,6,,,,,common,0.49122,"(0.020, 0.569)",3,e209e3d1870c459e93d5ff921d53f693,0de08bd0202c473e9e39eff6f71cdafb,0de08bd0202c473e9e39eff6f71cdafb,1c4c8aa65ed449d09d7bf033fb99890a,18547897b8794140bf4c05f65d82fa92,2.4,3,0.1,0.5,1,
Winter Dalgom,한겨울의 달곰,model://f0d117d2-ff26-4639-8aae-e978d327f937,monster,,,5684,417967,0.1,1.3,7c867500348c4fa29a7f0b002538e614,8,6,,,,,common,0.26985,"(-0.012, 0.444)",3,ed79469b3a2348e7884579574f85ddb9,ef4d7fd59b3143d29090c9d98d5195b2,ef4d7fd59b3143d29090c9d98d5195b2,a1447e13c2fe4fba976f3e7422ced2bd,77fd5e9e7a2742368e333da2c808b91e,2.4,3,0.1,0.5,1,
