chapter,wave,group,monster,spawnMin,spawnMax,formation,option,delay,interval,spawnCount,spawnRadius,monsterWave,life
60003,1,1,WAVE,1,3,group,24,5,5,3,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,1
60003,2,1,IcePiece,5,10,random,　,5,8,3,15,　,2
60003,2,1,OrangeMushroom,1,1,random,　,5,5,6,15,　,2
60003,2,1,WinterJuniorYeti,6,6,random,　,5,10,3,15,　,2
60003,2,1,WAVE,2,4,group,24,5,7,4,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,2
60003,3,1,OrangeMushroom,2,2,group,3,5,1,27,15,　,1
60003,3,1,WinterJuniorYeti,2,2,group,3,5,1,27,15,　,1
60003,3,1,Model_WinterYetiandPEPE,10,27,group,3,5,5,5,15,　,2
60003,4,1,WinterJuniorYeti,2,2,random,　,5,1,22,15,　,2
60003,4,1,IcePiece,5,10,random,　,6,4,5,15,　,2
60003,5,1,IcePiece,10,10,circle,36,5,10,3,15,　,2
60003,5,1,Model_WinterYetiandPEPE,20,30,group,3,4,4,7,15,　,2
60003,5,1,WinterJuniorYeti,3,4,group,3,6,1,28,15,　,2
60003,5,1,WAVE,2,4,group,24,5,5,5,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,2
60003,6,1,EliteBoss_WinterDoraji,1,1,random,　,10,1,1,15,　,1
60004,1,1,WinterDoraji,4,8,random,　,5,1,20,15,　,1
60004,1,1,Model_WinterYetiandPEPE,2,5,random,　,5,1,20,15,　,1
60004,1,1,IcePiece,3,3,group,5,5,10,5,15,　,1
60004,1,1,WinterEvilEye,4,8,group,3,5,8,5,15,　,1
60004,2,1,IcePiece,1,1,random,　,5,1,50,15,　,2
60004,2,1,Model_WinterYetiandPEPE,12,24,group,4,5,5,8,15,　,2
60004,2,1,WinterJuniorYeti,10,20,circle,12,5,15,3,15,　,2
60004,2,1,WAVE,2,4,group,24,5,8,5,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,2
60004,3,1,Model_WinterOctopus,15,20,circle,18,5,5,4,15,　,2
60004,3,1,Model_WinterOctopus,15,20,circle,18,6,5,4,15,　,2
60004,3,1,WAVE,2,4,group,24,5,5,4,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,2
60004,4,1,WinterDoraji,5,10,group,5,5,8,4,15,　,2
60004,4,1,Model_WinterOctopus,5,10,group,5,5,8,4,15,　,2
60004,4,1,IcePiece,4,8,group,3,5,8,4,15,　,2
60004,4,1,WAVE,1,5,group,24,5,5,6,15,model://b054e8bc-01cc-48ce-a59a-0c19536247ce,2
60004,5,1,Model_WinterYetiandPEPE,15,30,random,　,4,10,4,15,　,3
60004,5,1,Model_WinterOctopus,15,30,random,　,5,10,4,15,　,3
60004,5,1,IcePiece,4,8,group,3,5,5,7,15,　,3
60004,6,1,EliteBoss_WinterSnowMan,1,1,random,　,10,1,1,15,　,1
60005,1,1,Model_WinterOctopus,20,30,random,　,5,5,3,15,　,1
60005,1,1,Stoneball,5,8,circle,10,5,5,3,15,　,1
60005,1,1,Model_WinterOctopus,8,10,group,2,5,2,8,15,　,1
60005,2,1,WinterDoraji,3,4,random,　,5,1,15,15,　,2
60005,2,1,Model_WinterOctopus,16,16,circle,22,5,5,3,15,　,2
60005,2,1,Model_Winter Axe Stump,7,12,group,3,5,8,4,15,　,2
60005,3,1,WinterDoraji,3,3,group,3,6,8,4,15,　,2
60005,3,1,Model_WinterOctopus,7,7,group,3,6,8,4,15,　,2
60005,3,1,Model_Winter Axe Stump,20,30,circle,18,6,10,3,15,　,2
60005,3,1,WAVE,3,5,group,24,5,6,5,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60005,4,1,WinterDoraji,1,1,random,　,5,1,30,15,　,2
60005,4,1,Model_WinterBirk,20,20,circle,18,5,10,3,15,　,2
60005,4,1,Model_WinterRibbonPig,7,14,group,3,5,7,5,15,　,2
60005,4,1,WAVE,3,5,group,24,5,6,5,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60005,5,1,Model_WinterBirk,20,20,circle,18,7,6,8,15,　,2
60005,5,1,WinterDoraji,4,5,group,2,5,5,43,15,　,2
60005,5,1,Model_WinterRibbonPig,25,25,group,3,5,7,6,15,　,2
60005,5,1,Stoneball,6,12,group,5,5,6,5,15,　,2
60005,5,1,WAVE,3,5,group,24,5,5,6,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60005,6,1,Boss_GiantSnowman,1,1,random,　,5,1,1,15,　,1
60006,1,1,WinterCastleGolem,7,14,group,3,5,5,5,15,　,1
60006,1,1,WinterDoraji,2,3,group,3,7,5,5,15,　,1
60006,1,1,WinterCubeSlime,5,5,group,3,7,5,5,15,　,1
60006,1,2,WinterCastleGolem,7,14,group,3,5,5,5,15,　,1
60006,1,2,WinterCubeSlime,5,10,group,3,7,5,5,15,　,1
60006,2,1,WinterCastleGolem,7,14,group,5,5,5,5,15,　,2
60006,2,1,WinterDoraji,7,14,group,5,5,5,5,15,　,1
60006,2,1,WinterCastleGolem,7,14,group,5,5,5,5,15,　,1
60006,2,1,Stoneball,7,14,group,3,5,5,5,15,　,2
60006,2,1,WAVE,2,4,group,24,5,5,4,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60006,3,1,Stoneball,4,8,random,　,5,8,3,15,　,2
60006,3,1,Model_WinterBirk,7,14,group,4,5,5,4,15,　,2
60006,3,1,WinterCastleGolem,10,20,circle,18,10,9,3,15,　,2
60006,3,1,WAVE,2,4,group,24,5,5,5,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60006,4,1,WinterCastleGolem,8,16,random,　,5,5,7,15,　,2
60006,4,1,Winter Pink Teddy,6,12,random,　,6,5,7,15,　,2
60006,4,2,WinterDoraji,2,2,random,　,5,1,30,15,　,1
60006,4,2,Winter Pink Teddy,10,20,circle,18,5,7,4,15,　,1
60006,4,2,WinterCastleGolem,10,20,circle,18,10,7,4,15,　,2
60006,5,1,Stoneball,5,5,random,　,5,3,8,15,　,3
60006,5,1,Winter Pink Teddy,5,5,random,　,8,4,7,15,　,3
60006,5,1,WinterDoraji,12,13,group,3,5,1.5,20,15,　,1
60006,5,1,Winter Pink Teddy,50,50,group,4,5,6,5,15,　,2
60006,6,1,EliteBoss_GangsterRudolph,1,1,random,　,10,1,1,15,　,1
60006,6,1,WAVE,3,5,group,24,5,6,5,15,model://555acb99-84da-4026-8570-66f46ed158d3,2
60007,1,1,WinterScubaPEPE,4,8,group,3,5,7,4,15,　,1
60007,1,1,WinterScubaPEPE,2,5,group,1,10,5,4,15,　,1
60007,1,1,Murumuru,3,3,random,　,5,3,8,15,　,1
60007,1,1,WinterScubaPEPE,4,8,group,4,7,5,4,15,　,1
60007,1,1,WAVE,1,3,group,24,5,5,4,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,1
60007,2,1,WinterScubaPEPE,3,6,group,5,5,8,5,15,　,1
60007,2,1,IceDrake,3,3,random,　,7,3,10,15,　,1
60007,2,1,WinterPandabear,3,6,group,5,5,8,5,15,　,1
60007,2,1,Murumuru,2,2,random,　,7,3,10,15,　,1
60007,3,1,WinterPandabear,15,20,circle,18,5,10,3,15,　,3
60007,3,1,WinterPandabear,4,8,group,4,5,5,6,15,　,3
60007,3,1,WinterPinkbean,10,15,circle,24,10,10,2,15,　,3
60007,4,1,Winter Jr. Balrog,12,24,group,5,5,10,3,15,　,3
60007,4,1,IceDrake,1,1,random,　,5,1,30,15,　,3
60007,4,1,Murumuru,10,20,group,3,5,5,7,15,　,1
60007,4,1,Winter Jr. Balrog,10,20,group,3,5,5,7,15,　,2
60007,4,1,WAVE,2,4,group,24,5,5,6,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,2
60007,5,1,Winter Dalgom,5,6,random,　,5,1,30,15,　,3
60007,5,1,IceDrake,1,3,random,　,6,1,30,15,　,3
60007,5,1,Winter Dalgom,10,12,group,3,5,8,4,15,　,3
60007,5,1,IceDrake,1,1,random,　,5,1,30,15,　,3
60007,5,1,WAVE,3,5,group,24,5,5,5,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,2
60007,6,1,EliteBoss_IcePiece,1,1,random,　,10,1,1,15,　,1
60008,1,1,Winter Dalgom,10,25,circle,18,5,10,3,15,　,1
60008,1,1,Winter Jr. Balrog,4,8,group,4,5,6,6,15,　,1
60008,1,2,Winter Dalgom,10,25,circle,18,5,15,2,15,　,1
60008,1,2,WinterPinkbean,5,10,group,4,5,6,6,15,　,1
60008,2,1,Murumuru,2,3,random,4,8,5,6,15,　,1
60008,2,1,WinterAngrySnowman,5,5,group,4,5,5,6,15,　,2
60008,2,1,Winter GiantSnowman,5,10,group,4,5,5,6,15,　,2
60008,2,1,IceDrake,5,10,group,4,5,5,6,15,　,2
60008,2,1,WAVE,2,4,group,24,5,5,5,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,2
60008,3,1,Winter GiantSnowman,20,35,circle,14,5,8,3,15,　,2
60008,3,1,IceDrake,7,14,group,5,5,5,5,15,　,2
60008,3,2,IceDrake,10,16,group,5,5,5,5,15,　,2
60008,3,2,WinterAngrySnowman,20,35,circle,14,5,8,3,15,　,2
60008,4,1,WAVE,2,4,group,24,5,5,5,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,2
60008,4,1,Murumuru,2,2,random,　,5,1,30,15,　,1
60008,4,1,WinterAngrySnowman,15,25,circle,15,5,10,3,15,　,1
60008,4,1,WinterSnowMan,7,14,circle,26,6,8,3,15,　,2
60008,5,1,Murumuru,3,3,random,　,5,1,33,15,　,1
60008,5,1,WinterAngrySnowman,30,35,group,3,5,5,6,15,　,1
60008,5,1,IceDrake,4,10,group,3,5,5,6,15,　,2
60008,5,1,Winter GiantSnowman,1,1,random,　,5,1,40,15,　,2
60008,5,1,WinterSnowMan,6,8,group,3,5,5,5,15,　,2
60008,6,1,EliteBoss_Stoneball,1,1,random,　,10,1,1,15,　,1
60008,6,1,WAVE,2,4,group,24,5,7,5,15,model://20e05a22-b3ff-408e-9310-fd65ac6a9d6f,2
60009,1,1,IceMan,1,1,random,　,5,1,35,15,　,1
60009,1,1,Murupa,3,6,group,3,6,1,35,15,　,1
60009,1,1,Ice Golem,1,1,random,　,7,0.5,60,15,　,1
60009,2,1,Murupa,5,7,group,3,5,3,10,15,　,2
60009,2,1,IceMan,5,7,group,3,5,3,10,15,　,1
60009,2,1,Murupa,5,7,group,3,5,3,10,15,　,1
60009,2,1,WAVE,2,4,group,24,5,5,5,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60009,3,1,Ice Golem,1,1,random,　,5,0.5,60,15,　,2
60009,3,1,Murupa,30,35,circle,24,10,12,3,15,　,2
60009,3,2,Ice Golem,1,1,random,　,5,0.8,40,15,　,2
60009,3,2,Murupa,35,40,circle,24,10,10,4,15,　,2
60009,4,1,Ice Golem,5,12,group,5,5,7,5,15,　,2
60009,4,1,IceMan,1,1,random,　,5,1,30,15,　,2
60009,4,1,Murukun,20,20,group,3,5,6,6,15,　,2
60009,4,1,WAVE,2,4,group,24,5,6,5,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60009,5,1,Ice Golem,4,8,group,4,5,5,7,15,　,3
60009,5,1,Murukun,20,30,group,4,5,5,7,15,　,3
60009,5,1,Murukun,15,25,group,4,5,7,5,15,　,3
60009,5,1,WAVE,3,5,group,24,5,5,6,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60009,6,1,EliteBoss_Ice Golem,1,1,random,　,10,1,1,15,　,1
60010,1,1,LostRudolph,15,20,circle,24,5,10,3,15,　,1
60010,1,1,Ice Golem,3,6,circle,60,7,10,3,15,　,1
60010,1,2,LostRudolph,15,20,circle,24,5,10,3,15,　,1
60010,1,2,Ice Golem,5,10,circle,36,7,10,3,15,　,1
60010,2,1,GangsterRudolph,18,25,circle,18,5,15,2,15,　,2
60010,2,1,LostRudolph,5,10,group,3,5,3,12,15,　,2
60010,2,1,IceMan,3,6,group,3,5,3,10,15,　,2
60010,2,1,WAVE,2,4,group,24,5,5,6,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60010,3,1,GangsterRudolph,1,2,random,　,6,6,6,15,　,2
60010,3,1,IceMan,1,3,group,3,5,5,7,15,　,2
60010,3,1,White Fang,1,1,random,　,10,1,35,15,　,1
60010,3,1,WAVE,2,4,group,24,5,5,6,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60010,4,1,IceMan,3,3,group,3,10,1,30,15,　,1
60010,4,1,GangsterRudolph,25,35,circle,18,10,10,3,15,　,1
60010,4,1,Ice Golem,3,7,group,4,5,8,4,15,　,2
60010,4,2,IceMan,2,2,random,　,10,1,33,15,　,1
60010,4,2,LostRudolph,25,40,circle,18,10,15,2,15,　,1
60010,4,2,GangsterRudolph,10,12,group,4,5,6,6,15,　,2
60010,4,2,Ice Golem,3,7,group,4,5,8,4,15,　,1
60010,5,1,LostRudolph,2,5,group,3,5,4,16,15,　,1
60010,5,1,GangsterRudolph,4,9,group,3,6,4,16,15,　,1
60010,5,1,White Fang,5,20,group,3,5,2,32,15,　,2
60010,5,1,IceMan,3,8,group,3,7,4,16,15,　,2
60010,5,1,Ice Golem,2,5,group,3,7,4,16,15,　,2
60010,5,1,WAVE,2,4,group,24,5,7,7,15,model://68761b68-884f-48b7-bf0a-90b7fd795ade,2
60010,6,1,Boss_Seren,1,1,random,　,10,1,1,15,　,1
70001,1,1,Eye of Temple,3,3,group,3,8,3,7,15,　,1
70001,1,1,Monk of Memory,6,6,group,3,5,3,7,15,　,1
70001,1,1,Tauromacis,2,5,group,3,5,3,8,15,　,1
70001,2,1,Tauromacis,4,8,group,4,5,6,4,15,　,1
70001,2,1,Eye of Temple,1,1,random,　,7,1,20,15,　,1
70001,2,1,Monk of Memory,10,10,circle,15,2,10,2,15,　,1
70001,2,1,WAVE,1,3,group,24,5,5,4,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,1
70001,3,1,Eye of Temple,7,7,random,　,5,1,20,15,　,1
70001,3,1,Monk of Memory,6,8,group,3,5,2,10,15,　,1
70001,3,1,WAVE,2,3,group,24,5,5,4,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,1
70001,4,1,Pontiff of Memory,30,35,circle,18,7,4,7,15,　,2
70001,4,1,Eye of Temple,3,8,group,24,5,2,10,15,　,2
70001,5,1,Pontiff of Memory,25,30,group,3,5,5,6,15,　,2
70001,5,1,Tauromacis,8,14,circle,23,7,7,4,15,　,2
70001,6,1,WAVE,2,4,group,24,5,7,5,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,2
70001,6,1,EliteBoss_Eye of Temple,1,1,random,　,10,1,1,15,　,1
70002,1,1,Tauromacis,7,14,group,3,5,5,5,15,　,1
70002,1,1,WAVE,1,3,group,24,5,5,4,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,1
70002,2,1,Eye of Temple,1,1,random,　,5,1,25,15,　,2
70002,2,1,Pontiff of Memory,10,10,group,3,5,4,5,15,　,2
70002,2,1,Guardian of Memory,20,25,circle,18,7,5,4,15,　,2
70002,3,1,Guardian of Memory,20,35,random,　,5,5,4,15,　,2
70002,3,1,Guardian of Memory,10,20,random,　,7,5,4,15,　,2
70002,3,1,WAVE,2,4,group,24,5,5,4,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,2
70002,4,1,Tauromacis,10,20,group,3,5,5,6,15,　,2
70002,4,1,Eye of Temple,2,2,random,　,4,1,34,15,　,1
70002,4,1,Guardian of Memory,15,30,circle,12,7,10,3,15,　,1
70002,5,1,Eye of Temple,1,2,group,2,5,0.5,56,15,　,1
70002,5,1,BIG Guardian of Memory,10,14,group,3,5,3,7,15,　,1
70002,5,1,Tauromacis,4,8,random,　,5,5,4,15,　,2
70002,5,1,BIG Guardian of Memory,20,35,circle,18,10,10,2,15,　,2
70002,6,1,EliteBoss_Tauromacis,1,1,random,　,10,1,1,15,　,1
70002,6,1,WAVE,2,4,group,24,5,5,5,15,model://93c7f53e-23b4-428a-9a7b-830f7c3c6622,2
70003,1,1,BIG Guardian of Memory,6,6,group,3,5,2,10,15,　,1
70003,1,1,Eye of Temple,1,2,random,3,5,1,20,15,　,1
70003,1,1,Monk of Regret,6,12,group,3,5,2,8,15,　,1
70003,2,1,WAVE,3,4,group,24,5,5,3,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,1
70003,2,1,Pontiff of Regret,20,30,random,　,5,8,3,15,　,2
70003,2,1,Eye of Temple,2,5,random,　,5,10,3,15,　,2
70003,2,1,BIG Guardian of Regret,2,5,random,　,5,10,3,15,　,2
70003,3,1,WAVE,1,3,group,24,5,7,4,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70003,3,1,Pontiff of Regret,5,18,group,3,5,4,6,15,　,2
70003,3,1,BIG Guardian of Regret,3,6,group,3,5,5,5,15,　,2
70003,4,1,Pontiff of Regret,20,25,random,　,5,4,5,15,　,2
70003,4,1,BIG Guardian of Regret,3,8,random,　,6,4,8,15,　,2
70003,5,1,Eye of Temple,11,12,group,3,4,3,12,15,　,1
70003,5,1,Pontiff of Regret,13,18,group,3,4,4,9,15,　,2
70003,5,1,Pontiff of Regret,13,18,group,3,6,4,9,15,　,3
70003,6,1,WAVE,2,4,group,24,5,5,5,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70003,6,1,EliteBoss_BIG Guardian of Memory,1,1,random,　,10,1,1,15,　,1
70004,1,1,BIG Guardian of Regret,1,2,random,　,5,1,20,15,　,1
70004,1,1,BIG Guardian of Regret,2,3,random,　,5,1,20,15,　,1
70004,1,1,Pontiff of Regret,3,4,group,5,5,10,5,15,　,1
70004,1,1,Pontiff of Regret,3,5,group,3,5,8,5,15,　,1
70004,2,1,BIG Guardian of Regret,1,1,random,　,5,1,50,15,　,2
70004,2,1,Guardian of Regret,12,24,group,4,5,5,8,15,　,2
70004,2,1,Pontiff of Regret,10,20,circle,12,5,15,3,15,　,1
70004,2,1,WAVE,2,4,group,24,5,8,5,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70004,3,1,Guardian of Regret,15,20,circle,18,5,5,4,15,　,1
70004,3,1,Mushroom of Corruption,3,4,random,　,6,1,20,15,　,1
70004,3,1,Guardian of Regret,15,20,circle,18,6,5,4,15,　,1
70004,3,1,WAVE,2,4,group,24,5,5,4,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70004,4,1,Mushroom of Corruption,2,3,group,5,8,8,4,15,　,1
70004,4,1,Guardian of Regret,5,5,group,5,5,8,4,15,　,1
70004,4,1,Monk of oblivion,5,10,group,5,5,8,4,15,　,1
70004,4,1,BIG Guardian of Regret,4,8,group,3,5,8,4,15,　,2
70004,4,1,WAVE,3,5,group,24,5,5,6,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70004,5,1,Mushroom of Corruption,7,8,random,　,7,9,4,15,　,3
70004,5,1,Monk of oblivion,15,15,random,　,4,10,4,15,　,3
70004,5,1,Pontiff of oblivion,30,50,random,　,5,10,4,15,　,3
70004,5,1,BIG Guardian of Regret,4,8,group,3,5,5,7,15,　,3
70004,6,1,EliteBoss_Monk of Regret,1,1,random,　,10,1,1,15,　,1
70005,1,1,Pontiff of oblivion,8,14,random,　,5,5,3,15,　,1
70005,1,1,Ifrit,5,8,circle,10,5,5,3,15,　,1
70005,1,1,WAVE,3,3,group,24,5,6,5,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,1
70005,2,1,Guardian of oblivion,16,16,circle,15,5,5,3,15,　,2
70005,2,1,Mushroom of Corruption,2,3,group,3,5,8,4,15,　,1
70005,2,1,Ifrit,7,7,group,3,5,8,4,15,　,1
70005,3,1,Ifrit,10,10,group,3,6,8,4,15,　,1
70005,3,1,Mushroom of Corruption,1,1,random,　,6,1,30,15,　,2
70005,3,1,BIG Guardian of oblivion,20,20,circle,18,6,5,6,15,　,2
70005,3,1,WAVE,3,5,group,24,5,6,5,15,model://cf041ec1-e6cb-44e6-9645-d3c3c7c40dd9,2
70005,3,1,WAVE,3,5,group,24,5,6,5,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70005,4,1,Mushroom of Corruption,1,1,random,　,5,1,30,15,　,2
70005,4,1,BIG Guardian of oblivion,20,20,circle,18,5,10,3,15,　,2
70005,4,1,Ifrit,7,14,group,3,5,7,5,15,　,2
70005,4,1,WAVE,3,5,group,24,5,6,5,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70005,5,1,Mushroom of Corruption,1,1,random,　,6,1,27,15,　,2
70005,5,1,BIG Guardian of oblivion,50,50,circle,18,7,10,3,15,　,3
70005,5,1,BIG Guardian of oblivion,14,20,group,3,5,5,4,15,　,3
70005,5,1,Ifrit,6,12,group,5,5,6,5,15,　,3
70005,5,1,WAVE,3,5,group,24,5,5,6,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70005,6,1,Boss_Naricain,1,1,random,　,5,1,1,15,　,1
70006,1,1,Pontiff of Corruption,7,14,group,3,5,5,5,15,　,1
70006,1,1,Ifrit,5,10,group,3,7,5,5,15,　,1
70006,1,2,Snail of Corruption,7,14,group,3,5,5,5,15,　,1
70006,1,2,Ifrit,5,10,group,3,7,5,5,15,　,1
70006,2,1,Pontiff of Corruption,7,14,group,5,5,5,5,15,　,2
70006,2,1,Snail of Corruption,7,14,group,5,5,5,5,15,　,2
70006,2,1,Snail of Corruption,7,14,group,3,5,5,5,15,　,2
70006,2,1,WAVE,2,4,group,24,5,5,4,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70006,3,1,Pontiff of Corruption,7,14,random,　,5,8,3,15,　,2
70006,3,1,Snail of Corruption,7,14,group,4,5,5,4,15,　,2
70006,3,1,Mushroom of Corruption,10,20,circle,18,10,9,3,15,　,2
70006,3,1,WAVE,2,4,group,24,5,5,5,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70006,4,1,Snail of Corruption,8,16,random,　,5,5,7,15,　,2
70006,4,1,Mushroom of Corruption,3,3,random,　,6,5,7,15,　,2
70006,4,1,Snail of Corruption,6,6,random,　,6,5,7,15,　,2
70006,4,2,Snail of Corruption,10,20,circle,18,5,7,4,15,　,2
70006,4,2,Mushroom of Corruption,10,20,circle,18,10,7,4,15,　,2
70006,5,1,Black Dodo,5,5,random,　,5,3,8,15,　,3
70006,5,1,Golem,5,5,random,　,8,4,7,15,　,3
70006,5,1,Mushroom of Corruption,2,3,group,2,5,1,30,15,　,3
70006,6,1,EliteBoss_Pontiff of Corruption,1,1,random,　,10,1,1,15,　,1
70006,6,1,WAVE,3,5,group,24,5,6,5,15,model://d7945cc3-d083-47d2-9fe5-6de6f291479e,2
70007,1,1,Golem,10,20,group,3,5,7,4,15,　,1
70007,1,1,Black Dodo,2,5,group,1,10,5,4,15,　,1
70007,1,1,Keeper of Darkness,4,4,random,　,5,3,8,15,　,1
70007,1,1,Golem,4,4,random,　,5,3,8,15,　,1
70007,1,1,Captured Pontiff,4,8,group,4,7,5,4,15,　,1
70007,1,1,WAVE,1,3,group,24,5,5,4,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,1
70007,2,1,Captured Pontiff,3,40,group,5,5,8,5,15,　,3
70007,2,1,Captured Pontiff,3,3,random,　,7,3,10,15,　,3
70007,2,1,Keeper of Darkness,3,6,group,5,5,8,5,15,　,3
70007,2,1,Black Dodo,2,2,random,　,7,3,10,15,　,3
70007,2,1,WAVE,1,3,group,24,5,5,4,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,2
70007,3,1,Captured Pontiff,25,30,circle,18,5,10,3,15,　,2
70007,3,1,Golem,4,8,group,4,5,5,6,15,　,2
70007,3,1,Captured Pontiff,10,15,circle,24,10,10,2,15,　,2
70007,4,1,Keeper of Darkness,1,1,random,　,5,1,30,15,　,2
70007,4,1,Black Dodo,1,1,random,　,5,1,30,15,　,2
70007,4,1,Keeper of Darkness,3,3,group,2,5,1,32,15,　,2
70007,4,1,WAVE,2,4,group,24,5,5,6,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,2
70007,5,1,Captured Pontiff,3,5,random,　,5,1,50,15,　,3
70007,5,1,Black Dodo,1,3,random,　,6,1,30,15,　,3
70007,5,1,Captured Pontiff,5,13,group,3,5,8,4,15,　,3
70007,5,1,Keeper of Darkness,1,1,random,　,5,1,45,15,　,3
70007,5,1,WAVE,3,5,group,24,5,5,5,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,2
70007,6,1,EliteBoss_Mushroom of Corruption,1,1,random,　,10,1,1,15,　,1
70008,1,1,Light Executor,20,20,circle,18,5,10,3,15,　,1
70008,1,1,Keeper of Darkness,1,1,random,　,5,2,15,15,　,1
70008,1,1,Light Executor,4,8,group,4,5,8,4,15,　,1
70008,1,2,Light Executor,25,25,circle,18,5,15,2,15,　,1
70008,1,2,Keeper of Darkness,5,10,group,4,5,8,4,15,　,1
70008,2,1,Black Dodo,5,10,group,4,5,5,6,15,　,1
70008,2,1,Light Executor,9,17,group,4,5,5,6,15,　,1
70008,2,1,Light Executor,5,10,group,4,5,5,6,15,　,1
70008,2,1,WAVE,2,4,group,24,5,5,5,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,1
70008,3,1,Light Executor,20,45,circle,14,5,8,3,15,　,3
70008,3,1,Black Dodo,7,14,group,5,5,5,5,15,　,3
70008,3,2,Dark Executor,14,18,group,5,5,5,5,15,　,3
70008,3,2,Light Executor,20,25,circle,14,5,8,3,15,　,3
70008,4,1,WAVE,2,4,group,24,5,5,5,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,2
70008,4,1,Light Executor,15,25,circle,15,5,10,3,15,　,3
70008,4,1,Keeper of Darkness,1,1,random,　,6,1,32,15,　,1
70008,4,1,Dark Executor,7,14,circle,26,6,8,3,15,　,2
70008,5,1,Dark Executor,10,30,group,3,5,4,8,15,　,2
70008,5,1,Keeper of Darkness,8,16,group,3,5,4,8,15,　,1
70008,5,1,Dark Executor,8,16,group,3,5,4,8,15,　,1
70008,5,1,Black Dodo,1,1,random,　,5,1,35,15,　,2
70008,5,1,Dodo,3,5,group,3,5,3,10,15,　,2
70008,6,1,EliteBoss_Keeper of Darkness,1,1,random,　,10,1,1,15,　,1
70008,6,1,WAVE,2,4,group,24,5,7,5,15,model://9fdcb74a-667d-42b4-8e8b-dd5a13bf4cbe,2
70009,1,1,Dodo,1,1,random,　,5,1,30,15,　,1
70009,1,1,MagicSoldierB,1,3,group,3,6,1,30,15,　,1
70009,1,1,Thralled Guard,1,1,random,　,7,0.5,60,15,　,1
70009,2,1,RiverStone,5,7,group,3,5,2,15,15,　,1
70009,2,1,Dodo,5,7,group,3,5,2,15,15,　,1
70009,2,1,MagicSoldierB,5,7,group,3,5,3,10,15,　,2
70009,2,1,WAVE,2,4,group,24,5,5,5,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70009,3,1,Thralled Guard,1,1,random,　,5,0.5,60,15,　,2
70009,3,1,MagicSoldierB,30,40,circle,24,10,12,3,15,　,2
70009,3,1,WAVE,2,4,group,24,5,6,5,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70009,3,2,Thralled Guard,1,1,random,　,5,0.8,40,15,　,2
70009,3,2,MagicSoldierB,30,40,circle,24,10,10,4,15,　,2
70009,3,2,WAVE,2,4,group,24,5,6,5,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70009,4,1,RiverStone,1,3,random,　,5,1,28,15,　,1
70009,4,1,MagicSoldierB,5,12,group,5,5,7,5,15,　,1
