WorldVersion,SeasonID,RankSeason,Year,Month,Day,Hour,Minute,RankCriteria,B1,B2,B3,S2,S3,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,D4,M1,M2,M3,M4,C
0.2.1,1.267,1.0,2035,8,7,0,0,CT10009,PEN10008,PEN20016,PEN30007,PEN10006,PEN10008,PEN20005,PEN20009,PEN30009,PEN20007,PEN20016,PEN30005,PEN30011,PEN20015,PEN20012,PEN30014,PEN30003,PEN20010,PEN20001,PEN30002,PEN30002,PEN40001
0.2.1,1.268,1.2,2035,8,21,0,0,CT10005,PEN10004,PEN20006,PEN30003,PEN10004,PEN10006,PEN20008,PEN20002,PEN30005,PEN20013,PEN20013,PEN30008,PEN30015,PEN20009,PEN20012,PEN30003,PEN30002,PEN20003,PEN20009,PEN30009,PEN30006,PEN40001
0.2.1,1.269,1.2,2035,9,4,0,0,CT10005,PEN10007,PEN20001,PEN30003,PEN10008,PEN10008,PEN20011,PEN20002,PEN30003,PEN20015,PEN20002,PEN30015,PEN30007,PEN20005,PEN20010,PEN30004,PEN30014,PEN20005,PEN20001,PEN30013,PEN30016,PEN40001
0.2.1,1.270,1.0,2035,9,18,0,0,CT10004,PEN10005,PEN20003,PEN30008,PEN10002,PEN10002,PEN20003,PEN20005,PEN30009,PEN20011,PEN20015,PEN30011,PEN30016,PEN20002,PEN20006,PEN30005,PEN30001,PEN20015,PEN20006,PEN30008,PEN30005,PEN40001
0.2.1,1.271,1.0,2035,10,2,0,0,CT10014,PEN10007,PEN20015,PEN30012,PEN10008,PEN10007,PEN20005,PEN20013,PEN30010,PEN20007,PEN20016,PEN30006,PEN30006,PEN20003,PEN20009,PEN30003,PEN30016,PEN20015,PEN20013,PEN30006,PEN30014,PEN40001
0.2.1,1.272,1.2,2035,10,16,0,0,CT10004,PEN10002,PEN20002,PEN30009,PEN10005,PEN10002,PEN20012,PEN20013,PEN30012,PEN20002,PEN20010,PEN30005,PEN30003,PEN20001,PEN20016,PEN30006,PEN30002,PEN20012,PEN20005,PEN30015,PEN30015,PEN40001
0.2.1,1.273,1.0,2035,10,30,0,0,CT10005,PEN10004,PEN20011,PEN30013,PEN10002,PEN10008,PEN20001,PEN20001,PEN30008,PEN20012,PEN20002,PEN30006,PEN30007,PEN20009,PEN20003,PEN30005,PEN30008,PEN20015,PEN20015,PEN30014,PEN30003,PEN40001
0.2.1,1.274,1.2,2035,11,13,0,0,CT10008,PEN10005,PEN20002,PEN30002,PEN10003,PEN10008,PEN20006,PEN20005,PEN30015,PEN20003,PEN20007,PEN30002,PEN30007,PEN20001,PEN20003,PEN30012,PEN30008,PEN20016,PEN20016,PEN30013,PEN30004,PEN40001
0.2.1,1.275,1.1,2035,11,27,0,0,CT10007,PEN10004,PEN20010,PEN30001,PEN10003,PEN10006,PEN20005,PEN20016,PEN30014,PEN20013,PEN20009,PEN30010,PEN30010,PEN20015,PEN20007,PEN30014,PEN30008,PEN20007,PEN20004,PEN30002,PEN30005,PEN40001
0.2.1,1.276,1.1,2035,12,11,0,0,CT10013,PEN10003,PEN20013,PEN30011,PEN10006,PEN10003,PEN20011,PEN20006,PEN30010,PEN20002,PEN20015,PEN30010,PEN30009,PEN20004,PEN20014,PEN30009,PEN30015,PEN20003,PEN20001,PEN30002,PEN30010,PEN40001
0.2.1,1.277,1.1,2035,12,25,0,0,CT10016,PEN10006,PEN20005,PEN30001,PEN10008,PEN10006,PEN20009,PEN20015,PEN30001,PEN20003,PEN20014,PEN30006,PEN30003,PEN20009,PEN20012,PEN30009,PEN30010,PEN20005,PEN20012,PEN30004,PEN30002,PEN40001
0.2.1,1.278,1.0,2036,1,8,0,0,CT10016,PEN10007,PEN20005,PEN30014,PEN10005,PEN10004,PEN20015,PEN20003,PEN30008,PEN20007,PEN20009,PEN30007,PEN30003,PEN20001,PEN20013,PEN30011,PEN30010,PEN20013,PEN20012,PEN30004,PEN30015,PEN40001
0.2.1,1.279,1.2,2036,1,22,0,0,CT10002,PEN10002,PEN20005,PEN30008,PEN10003,PEN10002,PEN20009,PEN20010,PEN30009,PEN20011,PEN20001,PEN30001,PEN30002,PEN20013,PEN20012,PEN30008,PEN30014,PEN20003,PEN20014,PEN30004,PEN30004,PEN40001
0.2.1,1.280,1.2,2036,2,5,0,0,CT10014,PEN10005,PEN20001,PEN30011,PEN10002,PEN10003,PEN20013,PEN20014,PEN30001,PEN20007,PEN20010,PEN30009,PEN30016,PEN20011,PEN20015,PEN30015,PEN30001,PEN20004,PEN20006,PEN30015,PEN30007,PEN40001
0.2.1,1.281,1.1,2036,2,19,0,0,CT10011,PEN10004,PEN20003,PEN30005,PEN10003,PEN10004,PEN20004,PEN20008,PEN30011,PEN20013,PEN20009,PEN30015,PEN30002,PEN20014,PEN20008,PEN30012,PEN30009,PEN20010,PEN20001,PEN30013,PEN30004,PEN40001
0.2.1,1.282,1.1,2036,3,4,0,0,CT10002,PEN10006,PEN20006,PEN30010,PEN10003,PEN10007,PEN20016,PEN20010,PEN30003,PEN20012,PEN20016,PEN30004,PEN30013,PEN20012,PEN20015,PEN30010,PEN30007,PEN20008,PEN20003,PEN30004,PEN30016,PEN40001
0.2.1,1.283,1.0,2036,3,18,0,0,CT10010,PEN10002,PEN20005,PEN30005,PEN10001,PEN10008,PEN20010,PEN20002,PEN30005,PEN20011,PEN20012,PEN30011,PEN30001,PEN20004,PEN20006,PEN30012,PEN30009,PEN20010,PEN20001,PEN30012,PEN30013,PEN40001
0.2.1,1.284,1.2,2036,4,1,0,0,CT10010,PEN10001,PEN20002,PEN30014,PEN10004,PEN10003,PEN20004,PEN20016,PEN30013,PEN20014,PEN20006,PEN30001,PEN30014,PEN20010,PEN20001,PEN30014,PEN30009,PEN20001,PEN20002,PEN30008,PEN30009,PEN40001
0.2.1,1.285,1.2,2036,4,15,0,0,CT10013,PEN10006,PEN20011,PEN30004,PEN10007,PEN10004,PEN20014,PEN20006,PEN30003,PEN20007,PEN20008,PEN30013,PEN30001,PEN20015,PEN20005,PEN30007,PEN30016,PEN20001,PEN20008,PEN30015,PEN30003,PEN40001
0.2.1,1.286,1.0,2036,4,29,0,0,CT10003,PEN10004,PEN20006,PEN30001,PEN10008,PEN10007,PEN20001,PEN20010,PEN30007,PEN20004,PEN20002,PEN30006,PEN30001,PEN20005,PEN20001,PEN30003,PEN30010,PEN20007,PEN20007,PEN30015,PEN30005,PEN40001
0.2.1,1.287,1.2,2036,5,13,0,0,CT10010,PEN10004,PEN20014,PEN30013,PEN10003,PEN10008,PEN20001,PEN20005,PEN30001,PEN20011,PEN20012,PEN30009,PEN30005,PEN20004,PEN20008,PEN30013,PEN30014,PEN20010,PEN20004,PEN30013,PEN30013,PEN40001
0.2.1,1.288,1.1,2036,5,27,0,0,CT10013,PEN10008,PEN20016,PEN30005,PEN10008,PEN10003,PEN20005,PEN20014,PEN30008,PEN20002,PEN20004,PEN30011,PEN30006,PEN20012,PEN20013,PEN30006,PEN30009,PEN20002,PEN20014,PEN30011,PEN30016,PEN40001
0.2.1,1.289,1.2,2036,6,10,0,0,CT10007,PEN10002,PEN20012,PEN30007,PEN10003,PEN10004,PEN20010,PEN20003,PEN30015,PEN20009,PEN20010,PEN30007,PEN30011,PEN20016,PEN20002,PEN30002,PEN30001,PEN20013,PEN20013,PEN30003,PEN30008,PEN40001
0.2.1,1.290,1.1,2036,6,24,0,0,CT10014,PEN10008,PEN20005,PEN30011,PEN10002,PEN10008,PEN20015,PEN20004,PEN30010,PEN20010,PEN20001,PEN30012,PEN30004,PEN20016,PEN20010,PEN30011,PEN30011,PEN20007,PEN20010,PEN30003,PEN30002,PEN40001
0.2.1,1.291,1.2,2036,7,8,0,0,CT10013,PEN10006,PEN20002,PEN30016,PEN10006,PEN10005,PEN20002,PEN20004,PEN30010,PEN20014,PEN20013,PEN30007,PEN30006,PEN20008,PEN20011,PEN30006,PEN30015,PEN20003,PEN20008,PEN30010,PEN30007,PEN40001
0.2.1,1.292,1.1,2036,7,22,0,0,CT10011,PEN10005,PEN20015,PEN30004,PEN10003,PEN10003,PEN20004,PEN20007,PEN30015,PEN20001,PEN20003,PEN30005,PEN30002,PEN20002,PEN20011,PEN30007,PEN30013,PEN20011,PEN20007,PEN30014,PEN30016,PEN40001
0.2.1,1.293,1.1,2036,8,5,0,0,CT10012,PEN10003,PEN20001,PEN30004,PEN10003,PEN10001,PEN20006,PEN20007,PEN30012,PEN20011,PEN20003,PEN30002,PEN30007,PEN20004,PEN20001,PEN30004,PEN30009,PEN20006,PEN20007,PEN30014,PEN30010,PEN40001
0.2.1,1.294,1.2,2036,8,19,0,0,CT10016,PEN10005,PEN20012,PEN30002,PEN10001,PEN10008,PEN20011,PEN20013,PEN30006,PEN20006,PEN20006,PEN30003,PEN30013,PEN20008,PEN20007,PEN30011,PEN30009,PEN20011,PEN20007,PEN30001,PEN30003,PEN40001
0.2.1,1.295,1.1,2036,9,2,0,0,CT10004,PEN10005,PEN20005,PEN30015,PEN10002,PEN10007,PEN20005,PEN20004,PEN30007,PEN20010,PEN20014,PEN30014,PEN30006,PEN20015,PEN20015,PEN30003,PEN30011,PEN20001,PEN20013,PEN30015,PEN30013,PEN40001
0.2.1,1.296,1.2,2036,9,16,0,0,CT10002,PEN10002,PEN20015,PEN30013,PEN10001,PEN10002,PEN20011,PEN20014,PEN30015,PEN20016,PEN20006,PEN30005,PEN30006,PEN20003,PEN20013,PEN30008,PEN30002,PEN20001,PEN20003,PEN30005,PEN30012,PEN40001
0.2.1,1.297,1.0,2036,9,30,0,0,CT10001,PEN10001,PEN20001,PEN30003,PEN10004,PEN10008,PEN20011,PEN20007,PEN30002,PEN20006,PEN20007,PEN30001,PEN30015,PEN20009,PEN20014,PEN30011,PEN30015,PEN20010,PEN20002,PEN30004,PEN30016,PEN40001
0.2.1,1.298,1.0,2036,10,14,0,0,CT10010,PEN10001,PEN20015,PEN30011,PEN10004,PEN10003,PEN20008,PEN20016,PEN30016,PEN20010,PEN20011,PEN30010,PEN30004,PEN20001,PEN20006,PEN30014,PEN30016,PEN20007,PEN20001,PEN30009,PEN30002,PEN40001
0.2.1,1.299,1.1,2036,10,28,0,0,CT10015,PEN10007,PEN20010,PEN30008,PEN10005,PEN10006,PEN20011,PEN20004,PEN30006,PEN20001,PEN20002,PEN30006,PEN30015,PEN20002,PEN20013,PEN30008,PEN30009,PEN20008,PEN20001,PEN30006,PEN30014,PEN40001
0.2.1,1.300,1.0,2036,11,11,0,0,CT10002,PEN10003,PEN20011,PEN30009,PEN10001,PEN10006,PEN20016,PEN20014,PEN30005,PEN20001,PEN20016,PEN30010,PEN30015,PEN20011,PEN20011,PEN30005,PEN30001,PEN20001,PEN20003,PEN30003,PEN30010,PEN40001
0.2.1,1.301,1.2,2036,11,25,0,0,CT10015,PEN10003,PEN20007,PEN30003,PEN10007,PEN10004,PEN20014,PEN20016,PEN30001,PEN20015,PEN20002,PEN30004,PEN30007,PEN20009,PEN20005,PEN30014,PEN30001,PEN20001,PEN20005,PEN30011,PEN30012,PEN40001
0.2.1,1.302,1.2,2036,12,9,0,0,CT10006,PEN10008,PEN20011,PEN30014,PEN10002,PEN10004,PEN20001,PEN20002,PEN30010,PEN20016,PEN20015,PEN30016,PEN30005,PEN20008,PEN20010,PEN30007,PEN30005,PEN20006,PEN20001,PEN30013,PEN30002,PEN40001
0.2.1,1.303,1.0,2036,12,23,0,0,CT10010,PEN10007,PEN20011,PEN30003,PEN10007,PEN10003,PEN20001,PEN20013,PEN30002,PEN20003,PEN20003,PEN30014,PEN30012,PEN20008,PEN20011,PEN30013,PEN30016,PEN20010,PEN20013,PEN30004,PEN30011,PEN40001
0.2.1,1.304,1.2,2037,1,6,0,0,CT10007,PEN10007,PEN20003,PEN30005,PEN10007,PEN10005,PEN20016,PEN20013,PEN30016,PEN20011,PEN20008,PEN30016,PEN30007,PEN20016,PEN20015,PEN30010,PEN30016,PEN20004,PEN20005,PEN30004,PEN30012,PEN40001
0.2.1,1.305,1.1,2037,1,20,0,0,CT10013,PEN10006,PEN20013,PEN30005,PEN10006,PEN10008,PEN20006,PEN20006,PEN30013,PEN20015,PEN20015,PEN30014,PEN30001,PEN20006,PEN20011,PEN30016,PEN30009,PEN20002,PEN20015,PEN30015,PEN30007,PEN40001
0.2.1,1.306,1.0,2037,2,3,0,0,CT10016,PEN10006,PEN20006,PEN30004,PEN10004,PEN10002,PEN20011,PEN20003,PEN30001,PEN20012,PEN20002,PEN30004,PEN30008,PEN20004,PEN20010,PEN30009,PEN30014,PEN20014,PEN20003,PEN30004,PEN30016,PEN40001
0.2.1,1.307,1.0,2037,2,17,0,0,CT10007,PEN10007,PEN20006,PEN30002,PEN10002,PEN10004,PEN20004,PEN20012,PEN30015,PEN20014,PEN20003,PEN30013,PEN30010,PEN20015,PEN20009,PEN30011,PEN30002,PEN20016,PEN20011,PEN30013,PEN30001,PEN40001
0.2.1,1.308,1.2,2037,3,3,0,0,CT10012,PEN10003,PEN20005,PEN30014,PEN10008,PEN10004,PEN20006,PEN20016,PEN30004,PEN20014,PEN20015,PEN30003,PEN30013,PEN20007,PEN20008,PEN30007,PEN30006,PEN20010,PEN20001,PEN30015,PEN30007,PEN40001
0.2.1,1.309,1.2,2037,3,17,0,0,CT10014,PEN10006,PEN20014,PEN30013,PEN10004,PEN10002,PEN20016,PEN20016,PEN30004,PEN20006,PEN20006,PEN30004,PEN30008,PEN20002,PEN20009,PEN30011,PEN30007,PEN20010,PEN20011,PEN30016,PEN30009,PEN40001
0.2.1,1.310,1.1,2037,3,31,0,0,CT10016,PEN10002,PEN20001,PEN30014,PEN10008,PEN10005,PEN20015,PEN20015,PEN30004,PEN20011,PEN20013,PEN30016,PEN30006,PEN20014,PEN20008,PEN30014,PEN30007,PEN20001,PEN20013,PEN30016,PEN30004,PEN40001
0.2.1,1.311,1.0,2037,4,14,0,0,CT10015,PEN10008,PEN20005,PEN30008,PEN10004,PEN10002,PEN20004,PEN20009,PEN30010,PEN20012,PEN20005,PEN30007,PEN30002,PEN20009,PEN20014,PEN30002,PEN30006,PEN20011,PEN20006,PEN30014,PEN30002,PEN40001
0.2.1,1.312,1.0,2037,4,28,0,0,CT10012,PEN10001,PEN20003,PEN30013,PEN10002,PEN10002,PEN20015,PEN20007,PEN30008,PEN20016,PEN20001,PEN30013,PEN30014,PEN20012,PEN20012,PEN30012,PEN30006,PEN20015,PEN20011,PEN30010,PEN30003,PEN40001
0.2.1,1.313,1.0,2037,5,12,0,0,CT10016,PEN10004,PEN20008,PEN30001,PEN10001,PEN10005,PEN20010,PEN20003,PEN30001,PEN20006,PEN20012,PEN30008,PEN30012,PEN20002,PEN20013,PEN30014,PEN30012,PEN20001,PEN20008,PEN30011,PEN30004,PEN40001
0.2.1,1.314,1.1,2037,5,26,0,0,CT10006,PEN10007,PEN20015,PEN30004,PEN10004,PEN10008,PEN20007,PEN20002,PEN30002,PEN20001,PEN20010,PEN30012,PEN30009,PEN20015,PEN20015,PEN30013,PEN30003,PEN20016,PEN20011,PEN30013,PEN30016,PEN40001
0.2.1,1.315,1.2,2037,6,9,0,0,CT10004,PEN10005,PEN20011,PEN30010,PEN10004,PEN10005,PEN20004,PEN20005,PEN30016,PEN20008,PEN20011,PEN30011,PEN30008,PEN20013,PEN20014,PEN30011,PEN30009,PEN20014,PEN20002,PEN30012,PEN30007,PEN40001
0.2.1,1.316,1.0,2037,6,23,0,0,CT10014,PEN10006,PEN20005,PEN30006,PEN10006,PEN10005,PEN20004,PEN20008,PEN30014,PEN20004,PEN20007,PEN30005,PEN30006,PEN20004,PEN20010,PEN30012,PEN30010,PEN20013,PEN20001,PEN30007,PEN30007,PEN40001
0.2.1,1.317,1.0,2037,7,7,0,0,CT10004,PEN10004,PEN20007,PEN30005,PEN10004,PEN10005,PEN20010,PEN20002,PEN30013,PEN20016,PEN20009,PEN30008,PEN30004,PEN20006,PEN20006,PEN30006,PEN30005,PEN20012,PEN20003,PEN30001,PEN30013,PEN40001
0.2.1,1.318,1.0,2037,7,21,0,0,CT10004,PEN10003,PEN20008,PEN30014,PEN10002,PEN10003,PEN20007,PEN20010,PEN30005,PEN20010,PEN20010,PEN30011,PEN30005,PEN20014,PEN20009,PEN30009,PEN30015,PEN20004,PEN20010,PEN30009,PEN30003,PEN40001
0.2.1,1.319,1.1,2037,8,4,0,0,CT10010,PEN10002,PEN20005,PEN30005,PEN10008,PEN10005,PEN20014,PEN20005,PEN30007,PEN20010,PEN20003,PEN30014,PEN30002,PEN20008,PEN20005,PEN30008,PEN30012,PEN20008,PEN20016,PEN30010,PEN30006,PEN40001
0.2.1,1.320,1.1,2037,8,18,0,0,CT10010,PEN10007,PEN20001,PEN30016,PEN10002,PEN10007,PEN20016,PEN20002,PEN30006,PEN20005,PEN20006,PEN30008,PEN30009,PEN20007,PEN20006,PEN30004,PEN30007,PEN20010,PEN20001,PEN30015,PEN30003,PEN40001
0.2.1,1.321,1.2,2037,9,1,0,0,CT10011,PEN10006,PEN20009,PEN30006,PEN10001,PEN10002,PEN20007,PEN20016,PEN30014,PEN20010,PEN20015,PEN30005,PEN30014,PEN20008,PEN20014,PEN30003,PEN30015,PEN20003,PEN20014,PEN30015,PEN30001,PEN40001
0.2.1,1.322,1.0,2037,9,15,0,0,CT10004,PEN10003,PEN20010,PEN30003,PEN10006,PEN10003,PEN20012,PEN20014,PEN30012,PEN20011,PEN20016,PEN30006,PEN30012,PEN20011,PEN20011,PEN30013,PEN30007,PEN20006,PEN20013,PEN30013,PEN30012,PEN40001
0.2.1,1.323,1.1,2037,9,29,0,0,CT10006,PEN10006,PEN20006,PEN30006,PEN10004,PEN10007,PEN20011,PEN20011,PEN30015,PEN20009,PEN20001,PEN30012,PEN30013,PEN20008,PEN20011,PEN30013,PEN30014,PEN20008,PEN20005,PEN30013,PEN30010,PEN40001
0.2.1,1.324,1.2,2037,10,13,0,0,CT10012,PEN10003,PEN20007,PEN30007,PEN10005,PEN10004,PEN20005,PEN20004,PEN30001,PEN20005,PEN20003,PEN30001,PEN30002,PEN20016,PEN20005,PEN30001,PEN30010,PEN20012,PEN20011,PEN30006,PEN30015,PEN40001
0.2.1,1.325,1.0,2037,10,27,0,0,CT10010,PEN10005,PEN20010,PEN30005,PEN10004,PEN10008,PEN20015,PEN20010,PEN30002,PEN20011,PEN20001,PEN30001,PEN30008,PEN20007,PEN20014,PEN30013,PEN30009,PEN20003,PEN20006,PEN30012,PEN30009,PEN40001
0.2.1,1.326,1.1,2037,11,10,0,0,CT10013,PEN10004,PEN20001,PEN30009,PEN10005,PEN10008,PEN20006,PEN20002,PEN30013,PEN20005,PEN20011,PEN30012,PEN30015,PEN20008,PEN20015,PEN30005,PEN30010,PEN20010,PEN20006,PEN30012,PEN30005,PEN40001
0.2.1,1.327,1.1,2037,11,24,0,0,CT10015,PEN10002,PEN20009,PEN30009,PEN10003,PEN10008,PEN20010,PEN20006,PEN30010,PEN20014,PEN20002,PEN30016,PEN30008,PEN20008,PEN20015,PEN30007,PEN30007,PEN20013,PEN20001,PEN30002,PEN30006,PEN40001
0.2.1,1.328,1.2,2037,12,8,0,0,CT10011,PEN10004,PEN20005,PEN30011,PEN10004,PEN10001,PEN20001,PEN20008,PEN30012,PEN20015,PEN20011,PEN30003,PEN30006,PEN20001,PEN20010,PEN30009,PEN30010,PEN20004,PEN20006,PEN30015,PEN30005,PEN40001
0.2.1,1.329,1.1,2037,12,22,0,0,CT10006,PEN10002,PEN20011,PEN30013,PEN10002,PEN10006,PEN20007,PEN20016,PEN30010,PEN20005,PEN20014,PEN30010,PEN30001,PEN20001,PEN20016,PEN30010,PEN30001,PEN20016,PEN20010,PEN30015,PEN30016,PEN40001
0.2.1,1.330,1.0,2038,1,5,0,0,CT10001,PEN10004,PEN20014,PEN30007,PEN10008,PEN10007,PEN20014,PEN20013,PEN30012,PEN20015,PEN20010,PEN30015,PEN30002,PEN20009,PEN20015,PEN30001,PEN30016,PEN20004,PEN20013,PEN30007,PEN30011,PEN40001
0.2.1,1.331,1.2,2038,1,19,0,0,CT10006,PEN10006,PEN20003,PEN30015,PEN10003,PEN10002,PEN20003,PEN20010,PEN30013,PEN20004,PEN20003,PEN30008,PEN30001,PEN20007,PEN20006,PEN30011,PEN30014,PEN20007,PEN20002,PEN30007,PEN30009,PEN40001
0.2.1,1.332,1.0,2038,2,2,0,0,CT10010,PEN10007,PEN20015,PEN30009,PEN10007,PEN10001,PEN20001,PEN20010,PEN30004,PEN20008,PEN20013,PEN30003,PEN30003,PEN20004,PEN20004,PEN30010,PEN30011,PEN20011,PEN20007,PEN30012,PEN30010,PEN40001
0.2.1,1.333,1.2,2038,2,16,0,0,CT10004,PEN10003,PEN20012,PEN30015,PEN10002,PEN10006,PEN20015,PEN20010,PEN30010,PEN20002,PEN20009,PEN30007,PEN30015,PEN20013,PEN20003,PEN30011,PEN30009,PEN20001,PEN20006,PEN30004,PEN30012,PEN40001
0.2.1,1.334,1.1,2038,3,2,0,0,CT10011,PEN10006,PEN20005,PEN30016,PEN10007,PEN10005,PEN20002,PEN20001,PEN30012,PEN20013,PEN20015,PEN30010,PEN30002,PEN20016,PEN20002,PEN30013,PEN30010,PEN20003,PEN20006,PEN30015,PEN30003,PEN40001
0.2.1,1.335,1.1,2038,3,16,0,0,CT10011,PEN10005,PEN20006,PEN30004,PEN10007,PEN10006,PEN20006,PEN20013,PEN30010,PEN20003,PEN20010,PEN30009,PEN30012,PEN20007,PEN20004,PEN30007,PEN30013,PEN20014,PEN20008,PEN30012,PEN30004,PEN40001
0.2.1,1.336,1.2,2038,3,30,0,0,CT10008,PEN10001,PEN20003,PEN30016,PEN10006,PEN10002,PEN20003,PEN20003,PEN30006,PEN20002,PEN20016,PEN30016,PEN30003,PEN20015,PEN20006,PEN30014,PEN30010,PEN20001,PEN20010,PEN30003,PEN30006,PEN40001
0.2.1,1.337,1.2,2038,4,13,0,0,CT10015,PEN10007,PEN20004,PEN30010,PEN10005,PEN10004,PEN20006,PEN20004,PEN30006,PEN20013,PEN20004,PEN30016,PEN30010,PEN20008,PEN20014,PEN30009,PEN30001,PEN20008,PEN20016,PEN30003,PEN30008,PEN40001
0.2.1,1.338,1.0,2038,4,27,0,0,CT10008,PEN10006,PEN20011,PEN30004,PEN10006,PEN10004,PEN20007,PEN20013,PEN30007,PEN20011,PEN20009,PEN30001,PEN30012,PEN20010,PEN20015,PEN30007,PEN30014,PEN20014,PEN20009,PEN30006,PEN30012,PEN40001
0.2.1,1.339,1.0,2038,5,11,0,0,CT10002,PEN10004,PEN20004,PEN30015,PEN10003,PEN10002,PEN20012,PEN20010,PEN30012,PEN20008,PEN20006,PEN30008,PEN30015,PEN20016,PEN20001,PEN30016,PEN30015,PEN20001,PEN20013,PEN30010,PEN30006,PEN40001
0.2.1,1.340,1.2,2038,5,25,0,0,CT10010,PEN10006,PEN20004,PEN30004,PEN10003,PEN10001,PEN20002,PEN20005,PEN30009,PEN20014,PEN20002,PEN30006,PEN30007,PEN20011,PEN20010,PEN30016,PEN30010,PEN20012,PEN20008,PEN30004,PEN30016,PEN40001
0.2.1,1.341,1.1,2038,6,8,0,0,CT10013,PEN10007,PEN20003,PEN30015,PEN10004,PEN10006,PEN20011,PEN20011,PEN30014,PEN20013,PEN20004,PEN30013,PEN30014,PEN20007,PEN20010,PEN30013,PEN30005,PEN20016,PEN20004,PEN30010,PEN30008,PEN40001
0.2.1,1.342,1.1,2038,6,22,0,0,CT10010,PEN10007,PEN20013,PEN30001,PEN10008,PEN10001,PEN20013,PEN20008,PEN30004,PEN20014,PEN20006,PEN30001,PEN30014,PEN20008,PEN20016,PEN30006,PEN30016,PEN20011,PEN20004,PEN30007,PEN30015,PEN40001
0.2.1,1.343,1.1,2038,7,6,0,0,CT10006,PEN10006,PEN20001,PEN30001,PEN10003,PEN10008,PEN20016,PEN20009,PEN30005,PEN20003,PEN20006,PEN30016,PEN30006,PEN20011,PEN20004,PEN30014,PEN30003,PEN20011,PEN20015,PEN30005,PEN30005,PEN40001
0.2.1,1.344,1.0,2038,7,20,0,0,CT10014,PEN10005,PEN20011,PEN30016,PEN10005,PEN10003,PEN20007,PEN20016,PEN30013,PEN20007,PEN20008,PEN30009,PEN30008,PEN20011,PEN20007,PEN30011,PEN30009,PEN20005,PEN20013,PEN30003,PEN30005,PEN40001
0.2.1,1.345,1.1,2038,8,3,0,0,CT10009,PEN10004,PEN20003,PEN30006,PEN10004,PEN10001,PEN20007,PEN20011,PEN30013,PEN20009,PEN20015,PEN30015,PEN30009,PEN20007,PEN20010,PEN30014,PEN30005,PEN20001,PEN20011,PEN30011,PEN30016,PEN40001
0.2.1,1.346,1.0,2038,8,17,0,0,CT10007,PEN10007,PEN20011,PEN30014,PEN10006,PEN10002,PEN20005,PEN20001,PEN30006,PEN20003,PEN20009,PEN30007,PEN30010,PEN20005,PEN20006,PEN30001,PEN30002,PEN20016,PEN20004,PEN30012,PEN30009,PEN40001
0.2.1,1.347,1.0,2038,8,31,0,0,CT10014,PEN10003,PEN20009,PEN30005,PEN10001,PEN10005,PEN20001,PEN20004,PEN30009,PEN20002,PEN20016,PEN30016,PEN30012,PEN20013,PEN20008,PEN30007,PEN30011,PEN20004,PEN20015,PEN30009,PEN30013,PEN40001
0.2.1,1.348,1.1,2038,9,14,0,0,CT10008,PEN10003,PEN20005,PEN30014,PEN10008,PEN10007,PEN20008,PEN20010,PEN30001,PEN20006,PEN20009,PEN30014,PEN30013,PEN20005,PEN20004,PEN30016,PEN30001,PEN20014,PEN20012,PEN30016,PEN30006,PEN40001
0.2.1,1.349,1.2,2038,9,28,0,0,CT10013,PEN10005,PEN20015,PEN30009,PEN10004,PEN10002,PEN20004,PEN20015,PEN30009,PEN20016,PEN20007,PEN30007,PEN30015,PEN20001,PEN20015,PEN30006,PEN30002,PEN20008,PEN20005,PEN30001,PEN30012,PEN40001
0.2.1,1.350,1.2,2038,10,12,0,0,CT10005,PEN10001,PEN20015,PEN30007,PEN10008,PEN10007,PEN20006,PEN20005,PEN30009,PEN20005,PEN20007,PEN30001,PEN30005,PEN20008,PEN20005,PEN30009,PEN30010,PEN20012,PEN20008,PEN30002,PEN30011,PEN40001
0.2.1,1.351,1.1,2038,10,26,0,0,CT10011,PEN10006,PEN20012,PEN30010,PEN10008,PEN10007,PEN20010,PEN20004,PEN30003,PEN20007,PEN20007,PEN30007,PEN30007,PEN20001,PEN20014,PEN30004,PEN30009,PEN20009,PEN20001,PEN30010,PEN30015,PEN40001
0.2.1,1.352,1.1,2038,11,9,0,0,CT10015,PEN10004,PEN20001,PEN30008,PEN10003,PEN10005,PEN20003,PEN20002,PEN30014,PEN20001,PEN20002,PEN30003,PEN30004,PEN20014,PEN20011,PEN30007,PEN30006,PEN20014,PEN20013,PEN30002,PEN30016,PEN40001
0.2.1,1.353,1.0,2038,11,23,0,0,CT10016,PEN10004,PEN20009,PEN30004,PEN10004,PEN10004,PEN20007,PEN20009,PEN30007,PEN20014,PEN20011,PEN30013,PEN30005,PEN20015,PEN20008,PEN30016,PEN30016,PEN20010,PEN20009,PEN30011,PEN30011,PEN40001
0.2.1,1.354,1.1,2038,12,7,0,0,CT10010,PEN10001,PEN20006,PEN30003,PEN10004,PEN10001,PEN20012,PEN20010,PEN30001,PEN20008,PEN20006,PEN30011,PEN30007,PEN20013,PEN20003,PEN30007,PEN30007,PEN20006,PEN20013,PEN30011,PEN30013,PEN40001
0.2.1,1.355,1.1,2038,12,21,0,0,CT10005,PEN10004,PEN20008,PEN30013,PEN10006,PEN10001,PEN20012,PEN20016,PEN30013,PEN20015,PEN20002,PEN30015,PEN30012,PEN20004,PEN20003,PEN30006,PEN30006,PEN20014,PEN20008,PEN30009,PEN30005,PEN40001
