Key,Source,type,ko,en,es,zh-cn,zh-tw
itemDesc_100_000109,유니크 귀고리인 미스틱 이어링 제작에 사용됩니다.,,유니크 귀고리인 미스틱 이어링 제작에 사용됩니다.,Used to craft the Mystic Earrings (Unique).,Sirve para crear los pendientes místicos (únicos).,用于制作罕见耳环——神秘耳环。,製作罕見耳環的神秘耳飾時使用。
itemDesc_100_000110,레전더리 귀고리인 타임리스 이어링 제작에 사용됩니다.,,레전더리 귀고리인 타임리스 이어링 제작에 사용됩니다.,Used to craft the Timeless Earrings (Legendary).,Sirve para crear los pendientes atemporales (legendarios).,用于制作传说耳环——永恒耳环。,製作傳說耳環的盾牌耳環時使用。
itemDesc_100_000111,레전더리 귀고리인 데아 시두스 이어링 제작에 사용됩니다.,,레전더리 귀고리인 데아 시두스 이어링 제작에 사용됩니다.,Used to craft the Dea Sidus Earrings (Legendary).,Sirve para crear los pendientes de Dea Sidus (legendarios).,用于制作传说耳环——魅惑耳环。,製作傳說耳環的戴雅希杜斯耳環時使用。
itemDesc_100_000112,노멀 목걸이인 포도알 펜던트 제작에 사용됩니다.,,노멀 목걸이인 포도알 펜던트 제작에 사용됩니다.,Used to craft the Grape Pendant (Normal).,Sirve para crear el colgante de uvas (normal).,用于制作普通项链——葡萄吊坠。,製作普通項鍊的葡萄項墜時使用。
itemDesc_100_000113,노멀 목걸이인 오닉스 펜던트 제작에 사용됩니다.,,노멀 목걸이인 오닉스 펜던트 제작에 사용됩니다.,Used to craft the Sylph Pendant (Normal).,Sirve para crear el colgante de la sílfide (normal).,用于制作普通项链——玛瑙吊坠。,製作普通項鍊的瑪瑙墜飾時使用。
itemDesc_100_000114,레어 목걸이인 호루스의 눈 제작에 사용됩니다.,,레어 목걸이인 호루스의 눈 제작에 사용됩니다.,Used to craft the Horus's Eye (Rare).,Sirve para crear el colgante Ojo de Horus (raro).,用于制作稀有项链——荷鲁斯之眼。,製作稀有項鍊的弗路斯之眼時使用。
itemDesc_100_000115,레어 목걸이인 레볼루션 펜던트 제작에 사용됩니다.,,레어 목걸이인 레볼루션 펜던트 제작에 사용됩니다.,Used to craft the Revolution Pendant (Rare).,Sirve para crear el colgante de revolución (raro).,用于制作稀有项链——革命吊坠。,製作稀有項鍊的革命墜飾時使用。
itemDesc_100_000116,에픽 목걸이인 템페스트 펜던트 제작에 사용됩니다.,,에픽 목걸이인 템페스트 펜던트 제작에 사용됩니다.,Used to craft the Tempest Pendant (Epic).,Sirve para crear el colgante de la tempestad (épico).,用于制作史诗项链——风潮吊坠。,製作史詩項鍊的風暴項墜時使用。
itemDesc_100_000117,에픽 목걸이인 얼티밋 펜던트 제작에 사용됩니다.,,에픽 목걸이인 얼티밋 펜던트 제작에 사용됩니다.,Used to craft the Pinnacle Pendant (Epic).,Sirve para crear el colgante del pináculo (épico).,用于制作史诗项链——终极吊坠。,製作史詩項鍊的終極吊墜時使用。
itemDesc_100_000118,유니크 목걸이인 미스틱 펜던트 제작에 사용됩니다.,,유니크 목걸이인 미스틱 펜던트 제작에 사용됩니다.,Used to craft the Mystic Pendant (Unique).,Sirve para crear el colgante místico (único).,用于制作罕见项链——神秘吊坠。,製作罕見項鍊的神秘項墜時使用。
itemDesc_100_000119,유니크 목걸이인 매커네이터 펜던트 제작에 사용됩니다.,,유니크 목걸이인 매커네이터 펜던트 제작에 사용됩니다.,Used to craft the Mechanator Pendant (Unique).,Sirve para crear el colgante de Mecanator (único).,用于制作罕见项链——毒蛇终结者吊坠。,製作罕見項鍊的梅克奈特墜飾時使用。
itemDesc_100_000120,레전더리 목걸이인 타임리스 펜던트 제작에 사용됩니다.,,레전더리 목걸이인 타임리스 펜던트 제작에 사용됩니다.,Used to craft the Timeless Pendant (Legendary).,Sirve para crear el colgante atemporal (legendario).,用于制作传说项链——永恒吊坠。,製作傳說項鍊的永恆墜飾時使用。
itemDesc_100_000121,레전더리 목걸이인 데이브레이크 펜던트 제작에 사용됩니다.,,레전더리 목걸이인 데이브레이크 펜던트 제작에 사용됩니다.,Used to craft the Daybreak Pendant (Legendary).,Sirve para crear el colgante del alba (legendario).,用于制作传说项链——拂晓吊坠，,製作傳說項鍊的拂曉墜飾時使用。
itemDesc_100_000122,하급 아이템 결정 조각 제작에 사용됩니다.,,하급 아이템 결정 조각 제작에 사용됩니다.,Used to craft Basic Item Crystal Shards.,Sirve para crear esquirlas de cristal de artículo básico.,用于制作低级道具结晶碎块。,製作下級道具結晶碎塊時使用。
itemDesc_100_000123,하급 아이템 결정 덩어리 제작에 사용됩니다.,,하급 아이템 결정 덩어리 제작에 사용됩니다.,Used to craft Basic Item Crystal Chunks.,Sirve para crear trozos de cristal de artículo básico.,用于制作低级道具结晶块。,製作下級道具結晶塊時使用。
itemDesc_100_000124,"노멀, 레어 장신구 제작에 사용됩니다.",,"노멀, 레어 장신구 제작에 사용됩니다.",Used to craft Normal and Rare accessories.,Sirve para crear accesorios normales y raros.,用于制作普通或稀有饰品。,製作普通或稀有飾品時使用。
itemDesc_100_000125,중급 아이템 결정 조각 제작에 사용됩니다.,,중급 아이템 결정 조각 제작에 사용됩니다.,Used to craft Intermediate Item Crystal Shards.,Sirve para crear esquirlas de cristal de artículo intermedio.,用于制作中级道具结晶碎块。,製作中級道具結晶碎塊時使用。
itemDesc_100_000126,중급 아이템 결정 덩어리 제작에 사용됩니다.,,중급 아이템 결정 덩어리 제작에 사용됩니다.,Used to craft Intermediate Item Crystal Chunks.,Sirve para crear trozos de cristal de artículo intermedio.,用于制作中级道具结晶块。,製作中級道具結晶塊時使用。
itemDesc_100_000127,"레어, 에픽 장신구 제작에 사용됩니다.",,"레어, 에픽 장신구 제작에 사용됩니다.",Used to craft Rare and Epic accessories.,Sirve para crear accesorios raros y épicos.,用于制作稀有或史诗饰品。,製作稀有或史詩飾品時使用。
itemDesc_100_000128,상급 아이템 결정 조각 제작에 사용됩니다.,,상급 아이템 결정 조각 제작에 사용됩니다.,Used to craft Advanced Item Crystal Shards.,Sirve para crear esquirlas de cristal de artículo avanzado.,用于制作高级道具结晶碎块。,製作高級道具結晶碎塊時使用。
itemDesc_100_000129,상급 아이템 결정 덩어리에 사용됩니다.,,상급 아이템 결정 덩어리에 사용됩니다.,Used to craft Advanced Item Crystal Chunks.,Sirve para crear trozos de cristal de artículo avanzado.,用于制作高级道具结晶块。,高級道具結晶塊上使用。
itemDesc_100_000130,레전더리 장신구 제작 또는 최상급 아이템 결정 덩어리 제작에 사용됩니다.,,레전더리 장신구 제작 또는 최상급 아이템 결정 덩어리 제작에 사용됩니다.,Used to craft Legendary accessories or Premium Item Crystal Chunks.,Sirve para crear trozos de cristal de artículo supremo o accesorios legendarios.,用于制作传说饰品或制作最高级道具结晶块。,製作傳說飾品或製作最高級道具結晶塊時使用。
itemDesc_100_000131,레전더리 장신구 제작에 사용됩니다.,,레전더리 장신구 제작에 사용됩니다.,Used to craft Legendary accessories.,Sirve para crear accesorios legendarios.,用于制作传说饰品。,製作傳說飾品時使用。
itemDesc_100_000132,황금 망치 제작에 사용됩니다.,,황금 망치 제작에 사용됩니다.,Used to craft a Golden Hammer.,Sirve para crear un martillo de oro.,用于制作黄金锤子。,製作黃金鎚時使用。
itemDesc_100_000133,노멀 장신구 강화 재료로 사용됩니다.,,노멀 장신구 강화 재료로 사용됩니다.,An enhancement material for Normal accessories.,Sirve como material de mejora para accesorios normales.,可用作普通饰品强化材料。,作為普通飾品強化材料使用。
itemDesc_100_000134,레어 장신구 강화 재료로 사용됩니다.,,레어 장신구 강화 재료로 사용됩니다.,An enhancement material for Rare accessories.,Sirve como material de mejora para accesorios raros.,可用作稀有饰品强化材料。,作為稀有飾品強化材料使用。
itemDesc_100_000135,에픽 장신구 강화 재료로 사용됩니다.,,에픽 장신구 강화 재료로 사용됩니다.,An enhancement material for Epic accessories.,Sirve como material de mejora para accesorios épicos.,可用作史诗饰品强化材料。,作為史詩飾品強化材料使用。
itemDesc_100_000136,유니크 장신구 강화 재료로 사용됩니다.,,유니크 장신구 강화 재료로 사용됩니다.,An enhancement material for Unique accessories.,Sirve como material de mejora para accesorios únicos.,可用作罕见饰品强化材料。,作為罕見飾品強化材料使用。
itemDesc_100_000137,레전더리 장신구 강화 재료로 사용됩니다.,,레전더리 장신구 강화 재료로 사용됩니다.,An enhancement material for Legendary accessories.,Sirve como material de mejora para accesorios legendarios.,可用作传说饰品强化材料。,作為傳說飾品強化材料使用。
itemDesc_100_000138,노멀 등급의 장신구 계승에 사용됩니다.,,노멀 등급의 장신구 계승에 사용됩니다.,Used to inherit from Normal accessories.,Sirve para heredar accesorios de rango normal.,用于继承普通级别的饰品。,在普通階級的飾品繼承上使用。
itemDesc_100_000139,레어 등급의 장신구 계승에 사용됩니다.,,레어 등급의 장신구 계승에 사용됩니다.,Used to inherit from Rare accessories.,Sirve para heredar accesorios de rango raro.,用于继承稀有级别的饰品。,在稀有階級的飾品繼承上使用。
itemDesc_100_000140,에픽 등급의 장신구 계승에 사용됩니다.,,에픽 등급의 장신구 계승에 사용됩니다.,Used to inherit from Epic accessories.,Sirve para heredar accesorios de rango épico.,用于继承史诗级别的饰品。,在史詩階級的飾品繼承上使用。
itemDesc_100_000141,유니크 등급의 장신구 계승에 사용됩니다.,,유니크 등급의 장신구 계승에 사용됩니다.,Used to inherit from Unique accessories.,Sirve para heredar accesorios de rango único.,用于继承罕见级别的饰品。,在罕見階級的飾品繼承上使用。
itemDesc_100_000142,레전더리 등급의 장신구 계승에 사용됩니다.,,레전더리 등급의 장신구 계승에 사용됩니다.,Used to inherit from Legendary accessories.,Sirve para heredar accesorios de rango legendario.,用于继承传说级别的饰品。,在傳說階級的飾品繼承上使用。
itemDesc_100_000143,"사용 시, 장신구 강화 실패로 소모된 강화 가능 횟수를 1회 복구합니다.",,"사용 시, 장신구 강화 실패로 소모된 강화 가능 횟수를 1회 복구합니다.",Restores one enhancement attempt that was previously failed.,Restaura un conteo de intento de mejora que falló previamente.,使用时，恢复因强化饰品失败消耗的可强化次数1次。,使用時，恢復因飾品強化失敗消耗的可強化次數1次。
itemDesc_100_000144,숲의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,숲의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Forest Potions.,Una receta normal usada para preparar pociones del bosque.,制作森林药水时使用的普通级别的配方。,製作森林藥水時使用的普通階級的配方。
itemDesc_100_000145,우거진 숲의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,우거진 숲의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Dense Forest Potions.,Una receta rara usada para preparar pociones del bosque denso.,制作茂密的森林药水时使用的稀有级别的配方。,製作茂盛森林藥水時使用的稀有階級的配方。
itemDesc_100_000146,사막의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,사막의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Desert Potions.,Una receta normal usada para preparar pociones del desierto.,制作沙漠药水时使用的普通级别的配方。,製作沙漠藥水時使用的普通階級的配方。
itemDesc_100_000147,황량한 사막의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,황량한 사막의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Desolate Desert Potions.,Una receta rara usada para preparar pociones del desierto desolado.,制作荒凉的沙漠药水时使用的稀有级别的配方。,製作荒涼的沙漠藥水時使用的稀有階級的配方。
itemDesc_100_000148,해적의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,해적의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Pirate Potions.,Una receta normal usada para preparar pociones de piratas.,制作海盗药水时使用的普通级别的配方。,製作海盜藥水時使用的普通階級的配方。
itemDesc_100_000149,거친 해적의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,거친 해적의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Rowdy Pirate Potions.,Una receta rara usada para preparar pociones de piratas rudos.,制作粗犷的海盗药水时使用的稀有级别的配方。,製作粗糙的海盜藥水時使用的稀有階級的配方。
itemDesc_100_000150,공장의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,공장의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Factory Potions.,Una receta normal usada para preparar pociones de fábrica.,制作工厂药水时使用的普通级别的配方。,製作工廠藥水時使用的普通階級的配方。
itemDesc_100_000151,과부하된 공장의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,과부하된 공장의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Bustling Factory Potions.,Una receta rara usada para pociones de fábrica bulliciosa.,制作超负荷工厂药水时使用的稀有级别的配方。,製作超負荷工廠藥水時使用的稀有階級的配方。
itemDesc_100_000152,쿠키의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,쿠키의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Cookie Potions.,Una receta normal usada para preparar pociones de galleta.,制作饼干药水时使用的普通级别的配方。,製作餅乾藥水時使用的普通階級的配方。
itemDesc_100_000153,달콤한 쿠키의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,달콤한 쿠키의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Sweet Cookie Potions.,Una receta rara usada para preparar pociones de galleta dulce.,制作香甜的饼干药水时使用的稀有级别的配方。,製作甜蜜餅乾藥水時使用的稀有階級的配方。
itemDesc_100_000154,겨울의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,겨울의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Winter Potions.,Una receta normal usada para preparar pociones de invierno.,制作冬日药水时使用的普通级别的配方。,製作冬日藥水時使用的普通階級的配方。
itemDesc_100_000155,혹독한 겨울의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,혹독한 겨울의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Harsh Winter Potions.,Una receta rara usada para preparar pociones de invierno helado.,制作凛冽的冬日药水时使用的稀有级别的配方。,製作酷寒冬日藥水時使用的稀有階級的配方。
itemDesc_100_000156,신전의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,신전의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Temple Potions.,Una receta normal usada para preparar pociones del templo.,制作神殿药水时使用的普通级别的配方。,製作神殿藥水時使用的普通階級的配方。
itemDesc_100_000157,신비한 신전의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,신비한 신전의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Mysterious Temple Potions.,Una receta rara usada para preparar pociones del templo misterioso.,制作神秘的神殿药水时使用的稀有级别的配方。,製作神秘的神殿藥水時使用的稀有階級的配方。
itemDesc_100_000158,온천의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,,온천의 물약을 만들 때 사용하는 노멀 등급의 레시피입니다.,A Normal recipe used to craft Hot Springs Potions.,Una receta normal usada para preparar pociones de aguas termales.,制作温泉药水时使用的普通级别的配方。,製作溫泉藥水時使用的普通階級的配方。
itemDesc_100_000159,뜨끈한 온천의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,,뜨끈한 온천의 물약을 만들 때 사용하는 레어 등급의 레시피입니다.,A Rare recipe used to craft Steamy Hot Spring Potions.,Una receta rara usada para preparar pociones de aguas termales vaporosas.,制作热乎乎的温泉药水时使用的稀有级别的配方。,製作熱呼呼的溫泉藥水時使用的稀有階級配方。
itemDesc_100_000160,노멀 장신구 제작에 사용됩니다.,,노멀 장신구 제작에 사용됩니다.,Used to craft Normal accessories.,Sirve para crear accesorios normales.,用于制作普通饰品。,製作普通飾品時使用。
itemDesc_100_000161,레어 장신구 제작에 사용됩니다.,,레어 장신구 제작에 사용됩니다.,Used to craft Rare accessories.,Sirve para crear accesorios raros.,用于制作稀有饰品。,製作稀有飾品時使用。
itemDesc_100_000162,레어 장신구 제작에 사용됩니다.,,레어 장신구 제작에 사용됩니다.,Used to craft Rare accessories.,Sirve para crear accesorios raros.,用于制作稀有饰品。,製作稀有飾品時使用。
itemDesc_100_000163,에픽 장신구 제작에 사용됩니다.,,에픽 장신구 제작에 사용됩니다.,Used to craft Epic accessories.,Sirve para crear accesorios épicos.,用于制作史诗饰品。,製作史詩飾品時使用。
itemDesc_100_000164,에픽 장신구 제작에 사용됩니다.,,에픽 장신구 제작에 사용됩니다.,Used to craft Epic accessories.,Sirve para crear accesorios épicos.,用于制作史诗饰品。,製作史詩飾品時使用。
itemDesc_100_000165,유니크 장신구 제작에 사용됩니다.,,유니크 장신구 제작에 사용됩니다.,Used to craft Unique accessories.,Sirve para crear accesorios únicos.,用于制作罕见饰品。,製作罕見飾品時使用。
itemDesc_100_000166,유니크 장신구 제작에 사용됩니다.,,유니크 장신구 제작에 사용됩니다.,Used to craft Unique accessories.,Sirve para crear accesorios únicos.,用于制作罕见饰品。,製作罕見飾品時使用。
itemDesc_100_000167,레전더리 장신구 제작에 사용됩니다.,,레전더리 장신구 제작에 사용됩니다.,Used to craft Legendary accessories.,Sirve para crear accesorios legendarios.,用于制作传说饰品。,製作傳說飾品時使用。
itemDesc_100_000168,레전더리 장신구 제작에 사용됩니다.,,레전더리 장신구 제작에 사용됩니다.,Used to craft Legendary accessories.,Sirve para crear accesorios legendarios.,用于制作传说饰品。,製作傳說飾品時使用。
itemDesc_104_000001,필드에서의 체력을 5% 회복합니다.,,필드에서의 체력을 5% 회복합니다.,Recovers 5% HP in the field.,Restaura un 5 % de PV en el campo.,可在战场恢复5%血量。,可在戰場恢復5%體力。
itemDesc_104_000002,필드에서의 체력을 10% 회복합니다.,,필드에서의 체력을 10% 회복합니다.,Recovers 10% HP in the field.,Restaura un 10 % de PV en el campo.,可在战场恢复10%血量。,可在戰場恢復10%體力。
itemDesc_104_000003,필드에서의 체력을 20% 회복합니다.,,필드에서의 체력을 20% 회복합니다.,Recovers 20% HP in the field.,Restaura un 20 % de PV en el campo.,可在战场恢复20%血量。,可在戰場恢復20%體力。
itemDesc_104_000004,필드에서의 체력을 50% 회복합니다.,,필드에서의 체력을 50% 회복합니다.,Recovers 50% HP in the field.,Restaura un 50 % de PV en el campo.,可在战场恢复50%血量。,可在戰場恢復50%體力。
itemDesc_104_000005,필드에서의 마나를 5% 회복합니다.,,필드에서의 마나를 5% 회복합니다.,Recovers 5% Mana in the field.,Restaura un 5 % de maná en el campo.,可在战场恢复5%魔力。,可在戰場恢復5%魔力。
itemDesc_104_000006,필드에서의 마나를 10% 회복합니다.,,필드에서의 마나를 10% 회복합니다.,Recovers 10% Mana in the field.,Restaura un 10 % de maná en el campo.,可在战场恢复10%魔力。,可在戰場恢復10%魔力。
itemDesc_104_000007,필드에서의 마나를 20% 회복합니다.,,필드에서의 마나를 20% 회복합니다.,Recovers 20% Mana in the field.,Restaura un 20 % de maná en el campo.,可在战场恢复20%魔力。,可在戰場恢復20%魔力。
itemDesc_104_000008,필드에서의 마나를 50% 회복합니다.,,필드에서의 마나를 50% 회복합니다.,Recovers 50% Mana in the field.,Restaura un 50 % de maná en el campo.,可在战场恢复50%魔力。,可在戰場恢復50%魔力。
itemDesc_104_000009,공격력이 3분간 +20% 상승합니다.,,공격력이 3분간 +20% 상승합니다.,Attack +20% for 3 min.,Ataque +20 % por 3 minutos.,在3分钟内提升+20%攻击力。,攻擊力在3分鐘內提升+20%。
itemDesc_104_000010,공격력이 3분간 +40% 상승합니다.,,공격력이 3분간 +40% 상승합니다.,Attack +40% for 3 min.,Ataque +40 % por 3 minutos.,在3分钟内提升+40%攻击力。,攻擊力在3分鐘內提升+40%。
itemDesc_104_000011,이동속도가 5분간 +20% 상승합니다.,,이동속도가 5분간 +20% 상승합니다.,SPD +20% for 5 min.,VEL +20 % por 5 minutos.,在5分钟内提升+20%移动速度。,移動速度在5分鐘內提升+20%。
itemDesc_104_000012,이동속도가 5분간 +40% 상승합니다.,,이동속도가 5분간 +40% 상승합니다.,SPD +40% for 5 min.,La VEL +40 % por 5 minutos.,在5分钟内提升+40%移动速度。,移動速度在5分鐘內提升+40%。
itemDesc_104_000013,대시 거리가 3분간 2배가 됩니다.,,대시 거리가 3분간 2배가 됩니다.,Dash Distance 2x for 3 min.,Distancia de desplazamiento 2x por 3 minutos.,在3分钟内冲刺距离提升至2倍。,衝刺距離在3分鐘內變為2倍。
itemDesc_104_000014,대시 거리가 3분간 3배가 됩니다.,,대시 거리가 3분간 3배가 됩니다.,Dash Distance 3x for 3 min.,Distancia de desplazamiento 3x por 3 minutos.,在3分钟内冲刺距离提升至3倍。,衝刺距離在3分鐘內變為3倍。
itemDesc_104_000015,필드 경험치 획득 비율이 10분간 15% 증가합니다.,,필드 경험치 획득 비율이 10분간 15% 증가합니다.,Field EXP Gain +15% for 10 min.,Ganancia de EXP de campo +15 % por 10 minutos.,在10分钟内提升15%战场经验值获得比率。,戰場經驗值獲得比率在10分鐘內增加15%。
itemDesc_104_000016,필드 경험치 획득 비율이 10분간 30% 증가합니다.,,필드 경험치 획득 비율이 10분간 30% 증가합니다.,Field EXP Gain +30% for 10 min.,Ganancia de EXP de campo +30 % por 10 minutos.,在10分钟内提升30%战场经验值获得比率。,戰場經驗值獲得比率在10分鐘內增加30%。
itemDesc_104_000017,치명타 확률이 5분간 5% 증가합니다.,,치명타 확률이 5분간 5% 증가합니다.,Crit Chance +5% for 5 min.,Oportunidad Crít +5 % por 5 minutos.,在5分钟内提升5%暴击率。,在5分鐘內增加5%致命攻擊率。
itemDesc_104_000018,치명타 확률이 5분간 10% 증가합니다.,,치명타 확률이 5분간 10% 증가합니다.,Crit Chance +10% for 5 min.,Oportunidad Crít +10 % por 5 minutos.,在5分钟内提升10%暴击率。,在5分鐘內增加10%致命攻擊率。
itemDesc_104_000019,이동속도가 8분간 +30% 상승합니다.,,이동속도가 8분간 +30% 상승합니다.,SPD +30% for 8 min.,VEL +30 % por 8 minutos.,在8分钟内提升+30%移动速度。,移動速度在8分鐘內提升+30%。
itemDesc_104_000020,이동속도가 8분간 +50% 상승합니다.,,이동속도가 8분간 +50% 상승합니다.,SPD +50% for 8 min.,VEL +50 % por 8 minutos.,在8分钟内提升+50%移动速度。,移動速度在8分鐘內提升+50%。
itemDesc_104_000021,치명타 확률이 5분간 25% 증가합니다.,,치명타 확률이 5분간 25% 증가합니다.,Crit Chance +25% for 5 min.,Oportunidad Crít +25 % por 5 minutos.,在5分钟内提升25%暴击率。,在5分鐘內增加25%致命攻擊率。
itemDesc_104_000022,치명타 확률이 5분간 40% 증가합니다.,,치명타 확률이 5분간 40% 증가합니다.,Crit Chance +40% for 5 min.,Oportunidad Crít +40 % por 5 minutos.,在5分钟内提升40%暴击率。,在5分鐘內增加40%致命攻擊率。
itemDesc_104_000023,공격력이 6분간 +30% 상승합니다.,,공격력이 6분간 +30% 상승합니다.,Attack +30% for 6 min.,Ataque +30 % por 6 minutos.,在6分钟内提升+30%攻击力。,攻擊力在6分鐘內提升+30%。
itemDesc_104_000024,공격력이 6분간 +50% 상승합니다.,,공격력이 6분간 +50% 상승합니다.,Attack +50% for 6 min.,Ataque +50 % por 6 minutos.,在6分钟内提升+50%攻击力。,攻擊力在6分鐘內提升+50%。
itemDesc_104_000025,"사용 시, 1회에 한해 모닥불로 이동시켜줍니다.",,"사용 시, 1회에 한해 모닥불로 이동시켜줍니다.",Teleports you to a bonfire. One-time use.,Te teletransporta a una fogata. Es de un solo uso.,使用时可移动至篝火处，仅限1次。,使用時僅限1次可移動至營火。
itemDesc_104_000026,가방의 최대 슬롯을 1칸 확장합니다. (최대 확장 가능 수치: 200),,가방의 최대 슬롯을 1칸 확장합니다. (최대 확장 가능 수치: 200),Increases your bag's max slots by 1. (Slot limit: 200),Aumenta los espacios máx. en tu bolsa en 1. (Límite máx.: 200),扩展1格背包的最大插槽。（可扩展的最大值：200）,背包的最大欄位擴增1格。(可擴增最大數值：200)
itemDesc_105_000001,다양한 아이템의 제작 재료로 사용됩니다.,,다양한 아이템의 제작 재료로 사용됩니다.,A crafting material for various items.,Sirve como material de fabricación para diferentes artículos.,可用作各种道具的制作材料。,作為各種道具的製作材料使用。
itemDesc_105_000002,숲의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,숲의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Forest Statue or craft a potion.,Sirve para destruir una estatua del bosque o para preparar una poción.,用于摧毁森林石像或制作药水。,用於摧毀森林石像或製作藥水。
itemDesc_105_000003,우거진 숲의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,우거진 숲의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Dense Forest Statue or craft a potion.,Sirve para destruir una estatua del bosque denso o para preparar una poción.,用于摧毁茂密的森林石像或制作药水。,用於摧毀茂盛森林石像或製作藥水。
itemDesc_105_000004,사막의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,사막의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Desert Statue or craft a potion.,Sirve para destruir una estatua del desierto o para preparar una poción.,用于摧毁沙漠石像或制作药水。,用於摧毀沙漠石像或製作藥水。
itemDesc_105_000005,황량한 사막의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,황량한 사막의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Desolate Desert Statue or craft a potion.,Sirve para destruir una estatua del desierto desolado o para preparar una poción.,用于摧毁荒凉的沙漠石像或制作药水。,用於摧毀荒涼沙漠石像或製作藥水。
itemDesc_105_000006,해적의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,해적의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Pirate Statue or craft a potion.,Sirve para destruir una estatua de pirata o para preparar una poción.,用于摧毁海盗石像或制作药水。,用於摧毀海盜石像或製作藥水。
itemDesc_105_000007,거친 해적의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,거친 해적의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Rowdy Pirate Statue or craft a potion.,Sirve para destruir una estatua de pirata rudo o para preparar una poción.,用于摧毁粗犷的海盗石像或制作药水。,用於摧毀粗糙的海盜石像或製作藥水。
itemDesc_105_000008,공장의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,공장의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Factory Statue or craft a potion.,Sirve para destruir una estatua de fábrica o para preparar una poción.,用于摧毁工厂石像或制作药水。,用於摧毀工廠石像或製作藥水。
itemDesc_105_000009,과부하된 공장의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,과부하된 공장의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Bustling Factory Statue or craft a potion.,Sirve para destruir una estatua de fábrica bulliciosa o para preparar una poción.,用于摧毁超负荷工厂石像或制作药水。,用於摧毀過負荷的工廠石像或製作藥水。
itemDesc_105_000010,쿠키의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,쿠키의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Cookie Statue or craft a potion.,Sirve para destruir una estatua de galleta o para preparar una poción.,用于摧毁饼干石像或制作药水。,用於摧毀餅乾石像或製作藥水。
itemDesc_105_000011,달콤한 쿠키의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,달콤한 쿠키의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Sweet Cookie Statue or craft a potion.,Sirve para destruir una estatua de galleta dulce o para preparar una poción.,用于摧毁香甜的饼干石像或制作药水。,用於摧毀甜蜜餅乾石像或製作藥水。
