Key,Source,Note,ko,en,es,zh-cn,zh-tw
TotalRewards,최종 보상,Default Text,최종 보상,Final Rewards,Recompensas finales,最终奖励,最終獎勵
Unattainable,획득 불가,Default Text,획득 불가,Unavailable,No disponible,无法获得,無法獲得
GoToNextRound,다음 라운드로,Default Text,다음 라운드로,Next Round,Siguiente ronda,进入下一回合,前往下個回合
GoToNextStage,다음 스테이지로,Default Text,다음 스테이지로,Next Stage,Siguiente etapa,进入下一关卡,前往下個關卡
Win,승리,Default Text,승리,Win,Victoria,胜利,勝利
Lose,패배,Default Text,패배,Loss,Derrota,失败,戰敗
Victory,우승,Default Text,우승,Victory,Victoria,获胜,優勝
Fail,탈락,Default Text,탈락,Eliminated,Eliminación,淘汰,淘汰
VictoryMessage,경기에서 승리했습니다.,Default Text,경기에서 승리했습니다.,You won the match.,Ganaste la partida.,你在比赛中获得了胜利。,在比賽中獲得勝利！
FailMessage,이번 경기에서 탈락했습니다.,Default Text,이번 경기에서 탈락했습니다.,You were eliminated from the match.,Te eliminaron de la partida.,你已从本次比赛中淘汰。,在這次比賽中被擊敗了。
MyTeam,우리팀,Default Text,우리팀,Your Team,Tu equipo,我方队伍,我方隊伍
OpposingTeam,상대팀,Default Text,상대팀,Enemy Team,Equipo enemigo,敌方队伍,對方隊伍
Resume,경기 계속 하기,Default Text,경기 계속 하기,Continue Match,Continuar partida,继续比赛,繼續比賽
Setting,설정,Default Text,설정,Settings,Configuración,设置,設定
QuickRestart,빠른 재시작,Default Text,빠른 재시작,Quick Restart,Reinicio rápido,快速重启,快速重新開始
Save&GoToLobby,저장 & 로비로 복귀,Default Text,저장 & 로비로 복귀,Save & Return to Lobby,Guardar y regresar al vestíbulo,保存后回到大厅,儲存&回到大廳
ShortCutKey,단축키,Default Text,단축키,Shortcut,Atajo,快捷键,快捷鍵
Game,경기,Default Text,경기,Match,Partida,游戏,比賽
QuickRestart_Title,다시 시작할까요?,Default Text,다시 시작할까요?,Start over?,¿Reiniciar?,要重新开始吗？,確定要重新開始嗎？
Restart,다시 시작,Default Text,다시 시작,Start Over,Reiniciar,重新开始,再次開始
No,아니오,Default Text,아니오,No,No,否,否
TutorialPinkbeanMessage_0001,안녕! 메이플 올스타 리그에 참여한 걸 환영해!,Default Text,안녕! 메이플 올스타 리그에 참여한 걸 환영해!,Hi! Welcome to Maple All-Star League!,¡Hola! ¡Te doy la bienvenida a la liga de superestrellas Maple!,你好呀！欢迎参与冒险岛全明星联赛！,哈囉！歡迎參加楓之谷全明星競賽！
TutorialPinkbeanMessage_0010,그리고 초록색 바 밑에 있는 파란색 바는 마나야.\n마나는 공격을 하거나 당할 때 조금씩 상승해.\n마나가 끝까지 꽉 차면 유닛들은 <b>스킬</b>을 자동으로 사용하지.,Default Text,그리고 초록색 바 밑에 있는 파란색 바는 마나야.\n마나는 공격을 하거나 당할 때 조금씩 상승해.\n마나가 끝까지 꽉 차면 유닛들은 <b>스킬</b>을 자동으로 사용하지.,"Under the HP bar, you'll see a blue bar. That's their Mana.\nWhenever a unit attacks or gets attacked, they get some Mana.\nWhen the Mana bar is full, the unit will automatically use their <b>skills</b>.","Bajo la barra de PV, verás una barra azul. Ese es su maná.\nCuando una unidad ataca o es atacada, obtiene maná.\nCuando la barra de maná está llena, la unidad usará automáticamente sus <b>habilidades</b>.",还有，绿条下方的蓝条是魔量。\n魔量在发动或受到攻击时会增加一些。\n魔量值满时，单位会自动使用<b>技能</b>。,另外綠色計量條下面的藍色格條是法力。\n攻擊或遇到攻擊時會稍微提升法力。\n法力集滿時，英雄會自動使用<b>技能</b>。
TutorialPinkbeanMessage_0014,"그럼, 다음 라운드로 넘어가 보자!\n[다음 라운드로]를 눌러봐!",Default Text,"그럼, 다음 라운드로 넘어가 보자!\n[다음 라운드로]를 눌러봐!","Now, let's go on to the next round!\nPress Next Round!",¡Vamos a la siguiente ronda!\n¡Pulsa Siguiente ronda!,那我们进入下一回合吧！\n点击【进入下一回合】！,那麼前往下個回合吧！\n按下[前往下個回合]！
TutorialPinkbeanMessage_0015,경기를 진행하다 보면 전투에서 패배할 수도 있어!\n하지만 패배했다고 바로 끝나는 건 아니야!,Default Text,경기를 진행하다 보면 전투에서 패배할 수도 있어!\n하지만 패배했다고 바로 끝나는 건 아니야!,"Of course, you won't win every match.\nBut just because you lose, that doesn't mean it's over!","Obviamente, no ganarás todas las partidas.\n¡Pero perder no significa que todo se acabó!",胜败乃兵家常事！\n但战败并不意味着你完了！,在進行比賽時也有可能會遭遇戰敗的情況！\n但戰敗並不代表結束！
TutorialPinkbeanMessage_0017,[다음 라운드로]를 눌러서 넘어가자!,Default Text,[다음 라운드로]를 눌러서 넘어가자!,Press Next Round to move on!,¡Pulsa Siguiente ronda para avanzar!,点击【进入下一回合】！,點擊[前往下個回合]吧！
TutorialPinkbeanMessage_0018,캐릭터 상점을 보면 각 캐릭터마다 뭔가 붙어있는 게 보이지?\n이건 각 캐릭터가 갖고 있는 <b>특성</b>이야!,Default Text,캐릭터 상점을 보면 각 캐릭터마다 뭔가 붙어있는 게 보이지?\n이건 각 캐릭터가 갖고 있는 <b>특성</b>이야!,See those things on each character in the Character Shop?\nThose are their <b>attributes</b>!,¿Ves esas cosas en cada personaje en la tienda de personajes?\n¡Esos son sus <b>atributos</b>!,有没有看到角色商店里的每个角色身上都贴着什么东西？\n那些都是每个角色持有的<b>天赋</b>！,查看角色商店的話，可以看到各角色有一些標記，對吧？\n這個是各角色持有的<b>特性</b>！
TutorialPinkbeanMessage_0021,"캐릭터를 끌어서 다른 캐릭터 위에 놓으면, 위치를 바꿀 수 있어.\n이제 ""노블레스""를 잡고, ""주황버섯"" 위에 놓아서 교체해봐!",Default Text,"캐릭터를 끌어서 다른 캐릭터 위에 놓으면, 위치를 바꿀 수 있어.\n이제 ""노블레스""를 잡고, ""주황버섯"" 위에 놓아서 교체해봐!",Now drag a character and place it on another to swap their places.\nHold onto the Noblesse and place them on top of the Orange Mushroom to replace it!,Arrastra un personaje y colócalo sobre otro para intercambiar lugares.\n¡Sostiene y coloca la nobleza sobre el hongo naranja para reemplazarlo!,拖拽角色到其他角色的上方，就可以互相调换位置。\n抓住“初心者”，然后放在“橙蘑菇”上方调换位置吧！,將角色拖曳到其他角色時，就可以變更位置。\n現在試著將「貴族」放在「菇菇寶貝」上面後替換看看吧！
TutorialPinkbeanMessage_0026,"방금 전투로 <b>팀 레벨</b>이 올랐어!\n전투를 하면 경험치를 2 얻는데, 경험치가 많이 쌓이면 팀 레벨이 상승해.",Default Text,"방금 전투로 <b>팀 레벨</b>이 올랐어!\n전투를 하면 경험치를 2 얻는데, 경험치가 많이 쌓이면 팀 레벨이 상승해.","That last battle increased your <b>Team Level</b>!\nYou'll get 2 EXP for each battle, and when you earn enough EXP, you'll gain a Team Level.","¡La última batalla aumentó el <b>nivel del equipo</b>!\nGanarás 2 de EXP por cada batalla, y cuando ganes suficiente EXP, obtendrás un nivel del equipo.",通过刚才的战斗，你的<b>队伍等级</b>提升了！\n战斗后会获得2点经验值。累积足够的经验值时，就能提升队伍等级。,不久前因戰鬥提升了<b>隊伍等級</b>！\n戰鬥的話，可以獲得經驗值2，多多累積經驗值，即可提升隊伍等級。
TutorialPinkbeanMessage_0027,<b>팀 레벨</b>이 올라가면 캐릭터 상점에서 더 높은 등급의 캐릭터가 등장해!\n등급이 높을 수록 구매할 때 더 많은 코인이 필요하지.,Default Text,<b>팀 레벨</b>이 올라가면 캐릭터 상점에서 더 높은 등급의 캐릭터가 등장해!\n등급이 높을 수록 구매할 때 더 많은 코인이 필요하지.,"When your <b>Team Level</b> increases, you'll find higher-grade characters in the shop!\nOf course, those characters will also cost more Coins.","Cuando el <b>nivel del equipo</b> aumenta, ¡encontrarás personajes de mayor nivel en la tienda!\nObviamente, esos personajes también costarán más monedas.",提升<b>队伍等级</b>后，商店中会出现更高级别的角色！\n购买高级别的角色时需要更多硬币。,<b>隊伍等級</b>提升時，角色商店會出現更高等級的角色！\n購買越高等級的角色，就需要越多硬幣。
TutorialPinkbeanMessage_0028,대기석에서 초보자를 <드래그>해서 전장에 배치하자!,Default Text,대기석에서 초보자를 <드래그>해서 전장에 배치하자!,Drag Beginner from standby and place them on the battlefield.,Arrastra al principiante y colócalo en el campo de batalla.,从等候位<拖拽>新手并部署到战场上！,將<拖曳>新手在等待席上，配置在戰場吧！
TutorialPinkbeanMessage_0029,잘했어! 팀이 더 풍성해졌지?\n여기서 좀 더 캐릭터들을 강력하게 만들어보자.,Default Text,잘했어! 팀이 더 풍성해졌지?\n여기서 좀 더 캐릭터들을 강력하게 만들어보자.,"Good job! Your team's getting bigger!\nNow that you have more characters, let's make them stronger.","¡Buen trabajo! ¡Tu equipo está creciendo!\nAhora que tienes más personajes, fortalezcámoslos.",非常棒！队伍更加壮大了！\n现在该加强角色能力了。,做得好！隊伍變得更豐富了吧？\n在這邊稍微讓角色再變得更強大看看吧。
TutorialPinkbeanMessage_0030,"캐릭터를 더 강하게 만들려면, 캐릭터의 <b>별 레벨</b>을 높이면 돼.\n<b>같은 별 레벨의 같은 캐릭터를 셋 모으면, 1성 높은 캐릭터로 합쳐져!</b>",Default Text,"캐릭터를 더 강하게 만들려면, 캐릭터의 <b>별 레벨</b>을 높이면 돼.\n<b>같은 별 레벨의 같은 캐릭터를 셋 모으면, 1성 높은 캐릭터로 합쳐져!</b>","To do this, you just need to raise their <b>Star Level</b>.\n<b>If you collect 3 of the same character, they'll combine to create the same character, but with 1 more Star Level!</b>","Para hacerlo, solo debes subir su <b>nivel de estrella</b>.\n<b>Si reúnes 3 personajes iguales, se combinarán para crear el mismo personaje, pero con 1 nivel de estrella más.</b>",想要加强角色的话，只需提高角色的<b>星级</b>就行。\n<b>如果收集三个相同星级的同一角色，就会合体为高1星的角色！</b>,想讓角色變得更強時，提升角色的<b>星星等級</b>就行了。\n<b>相同星星 等級的相同角色聚集三名時，可以合成高1星的角色！</b>
TutorialPinkbeanMessage_0031,우리가 가진 캐릭터들은 상점에서 노란 테두리로 강조 표시돼.\n지금 상점에 표시된 초보자를 구매해보자!,Default Text,우리가 가진 캐릭터들은 상점에서 노란 테두리로 강조 표시돼.\n지금 상점에 표시된 초보자를 구매해보자!,Characters you already own are ringed in yellow in the shop.\nGo ahead and pick up a second Beginner!,Los personajes que ya posees tienen un anillo amarillo en la tienda.\n¡Ve y compra un segundo principiante!,目前已持有的所有角色会在商店以黄色边框高亮显示。\n接下来去购买显示在商店的新手！,我們所擁有角色會在商店裡以黃色框框強調。\n現在就購買商店裡顯示的新手吧！
TutorialPinkbeanMessage_0032,"이제 상점에서 살 캐릭터가 더 없는 것 같지?\n이럴 때는 다음 라운드로 가서 자동으로 상점을 갱신할 수도 있지만, 한 가지 방법이 있어!",Default Text,"이제 상점에서 살 캐릭터가 더 없는 것 같지?\n이럴 때는 다음 라운드로 가서 자동으로 상점을 갱신할 수도 있지만, 한 가지 방법이 있어!","Well. It looks like the shop is all sold out now.\nSure, you could play a round and wait for the new stock to come in, but there's a faster way!","Bueno. Parece que la tienda se quedó sin existencias.\nClaro, podrías jugar una ronda y esperar a que reabastezcan, ¡pero hay una forma más rápida!",是不是商店里已经没有角色可以买了？\n这时候，你可以进入下一回合自动刷新商店，但也有另一种方法哦！,現在商店上沒有可以購買的角色了吧？\n這種時候進入下個回合雖然可以更新商店，但還有一種方法！
TutorialPinkbeanMessage_0035,"2성 캐릭터는 1성 캐릭터보다 더 강하고, 체력도 많지!\n든든한 팀을 만들려면 별 레벨이 높은 캐릭터를 많이 배치하면 좋겠지?",Default Text,"2성 캐릭터는 1성 캐릭터보다 더 강하고, 체력도 많지!\n든든한 팀을 만들려면 별 레벨이 높은 캐릭터를 많이 배치하면 좋겠지?","2-star characters are more powerful and have higher HP than 1-star characters!\nIt only makes sense to use as many high Star Level characters as you can, right?","¡Los personajes de 2 estrellas son más poderosos y tienen más PV que los personajes de 1 estrella!\nEs lógico utilizar la mayor cantidad posible de personajes con un alto nivel de estrellas, ¿no?",2星角色自然比1星角色更强大，血量又很多！\n要想组建可靠的队伍，当然是部署更多高星级的角色会更好吧。,2星角色比1星角色還要更強，體力也會更多！\n想打造出可靠隊伍的話，多多配置高星級角色會更好吧？
TutorialPinkbeanMessage_0037,"2스테이지에 도달하다니, 대단해!\n앞으로의 실력이 기대되는 걸?",Default Text,"2스테이지에 도달하다니, 대단해!\n앞으로의 실력이 기대되는 걸?",Amazing! You reached Stage 2!\nI can't wait to see what you do next!,¡Increíble! ¡Llegaste a la etapa 2!\n ¡Qué ganas de ver qué harás después!,竟然挑战第2关卡了，好厉害！\n真期待你以后变强的样子！,達到第2關卡了，\n很期待你未來的實力喔！
TutorialPinkbeanMessage_0038,스테이지가 넘어갈수록 <b>더 강력한 적들이 나타나!</b>\n그에 맞춰서 대비를 잘 해야겠지?,Default Text,스테이지가 넘어갈수록 <b>더 강력한 적들이 나타나!</b>\n그에 맞춰서 대비를 잘 해야겠지?,"As you advance through the stages, you'll face <b>more powerful enemies</b>.\nKeep building your team if you want to survive!","A medida que avanzas por las etapas, enfrentarás <b>enemigos más poderosos</b>.\n¡Continúa fortaleciendo tu equipo para sobrevivir!",随着关卡推进<b>会出现更强悍的敌人！</b>\n所以要提前做好战斗准备才行！,進入越多關卡<b>會出現更強大的敵人！</b>\n要做好對應狀況的準備才行？
TutorialPinkbeanMessage_0039,"전투를 차근차근 하다보면 팀 레벨은 자동으로 상승해.\n하지만 빠르게 레벨을 올리고 싶다면, 다른 방법이 있어!",Default Text,"전투를 차근차근 하다보면 팀 레벨은 자동으로 상승해.\n하지만 빠르게 레벨을 올리고 싶다면, 다른 방법이 있어!","As you battle through each round, your Team Level will naturally rise.\nBut there's a faster way!","Con cada ronda que superes, el nivel del equipo aumentará de manera natural.\n¡Pero hay una forma más rápida!",经过多次的战斗后，队伍等级会自动提升。\n不过，想要升级得更快一些，也有别的办法！,一步一步進行戰鬥，隊伍等級會自動提升，\n但想要快速升級的話，還有其他方法！
TutorialPinkbeanMessage_0044,"구매한 아이템은 화면 오른쪽의 인벤토리에 저장돼!\n보관 개수는 제한이 없으니, 얼마든지 아이템을 쌓아둘 수 있어.",Default Text,"구매한 아이템은 화면 오른쪽의 인벤토리에 저장돼!\n보관 개수는 제한이 없으니, 얼마든지 아이템을 쌓아둘 수 있어.","Items you buy are sent to your inventory on the righthand side of your screen.\nThe inventory is limitless, so you can pile as many items as you want inside.","Los objetos que compras se envían al inventario, a la derecha de tu pantalla.\nEl inventario es ilimitado, por lo que puedes guardar tantos artículos como quieras.",购买的道具会保存在画面右侧的背包中！\n保管没有数量限制，所以你可以想买多少就买多少道具。,已購買的道具儲存在右側的背包中！\n保管數量無限制，不管有多少道具皆可堆放。
TutorialPinkbeanMessage_0045,"지금 구매한 카알 대검은 공격력을 올려주는 장착 아이템이야!\n<b>공격력이 필요한 주황버섯, 초보자 등의 캐릭터에게 유용하지.</b>",Default Text,"지금 구매한 카알 대검은 공격력을 올려주는 장착 아이템이야!\n<b>공격력이 필요한 주황버섯, 초보자 등의 캐릭터에게 유용하지.</b>","The Longsword you just bought is an equippable item that increases Attack Power!\n<b>It's useful for characters who could use a little more punch, like Orange Mushroom and Beginner.</b>","La Espada larga que compraste es un objeto equipable que aumenta el Poder de ataque.\n<b>Es útil para personajes que necesitan un poco más de potencia, como Hongo naranja y Principiante.</b>",刚才购买的大剑是可以增加攻击力的可佩戴道具！\n<b>它对需要攻击力的橙蘑菇或新手等角色非常实用。</b>,現在購買的大劍是可以提升攻擊力的裝備道具！\n<b>對需要攻擊力的菇菇寶貝、初學者等的角色很有用。</b>
TutorialPinkbeanMessage_0046,"연습 삼아서, 아무 캐릭터에게 장착 시켜보자.\n상점에서 ""추억의 사제""를 구매해볼래?",Default Text,"연습 삼아서, 아무 캐릭터에게 장착 시켜보자.\n상점에서 ""추억의 사제""를 구매해볼래?",Let's equip it on a character for practice.\nStart by purchasing Memory Monk from the shop.,Equipémoslo en un personaje para practicar.\nCompra un monje de la memoria en la tienda.,就当练习，现在给任意角色佩戴一下。\n试试在商店里购买“记忆中的祭司”。,當成是練習，讓所有角色配戴看看。\n在商店中購買看看「回憶的祭司」吧？
TutorialPinkbeanMessage_0048,아이템을 잘 장착했구나!\n각 캐릭터는 아이템을 <b>최대 3개</b>까지 장착할 수 있어.,Default Text,아이템을 잘 장착했구나!\n각 캐릭터는 아이템을 <b>최대 3개</b>까지 장착할 수 있어.,You equipped the item!\nEach character can equip <b>up to 3</b> items.,¡Equipaste el artículo!\nLos personajes pueden equipar <b>hasta 3</b> artículos.,你成功佩戴了道具！\n每个角色<b>最多可以佩戴3个</b>道具。,已經裝備好道具了呀！\n每個角色可以裝備的道具<b>最多3個</b>。
TutorialPinkbeanMessage_0049,"아이템을 잘못 끼워주면 어떻게 해야 할까?\n캐릭터에게 장착한 아이템은, 그 <b>캐릭터를 판매</b>해야 인벤토리로 돌아와.",Default Text,"아이템을 잘못 끼워주면 어떻게 해야 할까?\n캐릭터에게 장착한 아이템은, 그 <b>캐릭터를 판매</b>해야 인벤토리로 돌아와.","Ah, but what if you equip the item to the wrong character?\nTo return the item to your inventory, you must <b>sell that character</b>.","Ay, ¿qué pasa si equipas el artículo en el personaje equivocado?\nPara devolver el artículo al inventario, debes <b>vender a ese personaje</b>.",要是戴错道具的话该怎么办？\n一旦把道具佩戴给角色后，只有<b>出售角色</b>才能让道具返回到背包。,要是裝備為錯誤道具該怎麼辦呢？\n張被在角色上的道具需透過<b>販賣角色</b>才會回到背包。
TutorialPinkbeanMessage_0050,"캐릭터를 판매하려면 캐릭터를 상점으로 <드래그>해서 놓으면 돼.\n""추억의 사제""를 상점으로 <드래그>해서 판매해보자!",Default Text,"캐릭터를 판매하려면 캐릭터를 상점으로 <드래그>해서 놓으면 돼.\n""추억의 사제""를 상점으로 <드래그>해서 판매해보자!","To sell a character, all you need to do is drag and drop them into the shop.\nGo ahead and drag Memory Monk into the shop now.","Para vender un personaje, arrástralo y suéltalo en la tienda.\nArrastra y suelta al monje de la memoria en la tienda.",要想出售角色，<拖拽>角色并放到角色商店上就可以。\n试试把“记忆中的祭司”<拖拽>到商店出售！,想販賣角色的話，將角色<拖曳>到商店即可。\n把<拖曳>「回憶的祭司」到商店販賣吧！
TutorialPinkbeanMessage_0052,"주황버섯이 있네! 주황버섯에게 장착해 보자.\n""카알 대검""을 <드래그>해서 ""주황버섯""에게 놓으면 돼.",Default Text,"주황버섯이 있네! 주황버섯에게 장착해 보자.\n""카알 대검""을 <드래그>해서 ""주황버섯""에게 놓으면 돼.","Say, why don't we equip it on that Orange Mushroom?\nSimply drag the Longsword onto the Orange Mushroom.",¿Y si le das la espada larga al hongo naranja?\nArrastra y suelta la espada larga sobre el hongo naranja.,这里有橙蘑菇！给橙蘑菇佩戴看看。\n<拖拽>“大剑”并放在“橙蘑菇”上就可以。,有菇菇寶貝耶！讓菇菇寶貝配戴看看。\n<拖曳>「大劍」給「菇菇寶貝」即可。
TutorialPinkbeanMessage_0053,"자, 이제 준비가 되었으니 다음 전투로 넘어가 볼까?\n[전투 시작] 버튼을 눌러서 전투를 시작해!",Default Text,"자, 이제 준비가 되었으니 다음 전투로 넘어가 볼까?\n[전투 시작] 버튼을 눌러서 전투를 시작해!","Now that you're ready, let's get back to fighting!\nHit Start Battle to begin the battle!","Ahora que te equipaste, ¡luchemos!\nToca Iniciar batalla para comenzar la batalla.",既然佩戴了道具，那就开始战斗吧！\n点击【开始战斗】按钮开战！,好，現在都準備好了，進入下一輪戰鬥吧？\n點擊[戰鬥開始]鍵展開戰鬥！
TutorialPinkbeanMessage_0054,이전 라운드에서 구매한 카알 대검은 <b>재료 아이템</b>이야.\n재료 아이템 2개를 장착하면 더 강력한 <b>완성 아이템</b>이 되지!,Default Text,이전 라운드에서 구매한 카알 대검은 <b>재료 아이템</b>이야.\n재료 아이템 2개를 장착하면 더 강력한 <b>완성 아이템</b>이 되지!,The Longsword you bought earlier is a <b>material item</b>.\nEquip 2 such items to make a more powerful <b>completed item</b>!,La espada larga que compraste antes es un <b>material</b>.\nEquipa 2 de ese tipo para fabricar un <b>artículo completo</b> más poderoso.,在上一回合购买的大剑是<b>材料道具</b>。\n要是佩戴2个材料道具的话，就能成为更强大的<b>完成道具</b>！,在先前回合購買的大劍是<b>材料道具</b>\n裝備2個材料道具就可以獲得更強力的<b>完成道具</b>！
TutorialPinkbeanMessage_0055,"완성 아이템을 만들려면, 재료 아이템이 1개 더 있어야 해.\n상점에서 ""고깔 모자""를 구매해 보자.",Default Text,"완성 아이템을 만들려면, 재료 아이템이 1개 더 있어야 해.\n상점에서 ""고깔 모자""를 구매해 보자.",You need 1 more material item to make a completed item.\nBuy the Apprentice Hat from the Shop.,Te falta 1 material más para fabricar un artículo completo.\nCompra el sombrero de aprendiz en la tienda.,要想制作完成道具，还需要1个材料道具。\n去商店购买“魔法帽”吧。,想製造完成道具的話，還需要再1個材料道具。\n在商店購買「魔法帽」吧。
TutorialPinkbeanMessage_0056,"이제 ""고깔 모자""를 ""카알 대검을 가진 캐릭터""에게 장착시켜봐!",Default Text,"이제 ""고깔 모자""를 ""카알 대검을 가진 캐릭터""에게 장착시켜봐!",Now equip the Apprentice Hat on the character with the Longsword!,Equipa el sombrero de aprendiz en el personaje con la espada larga.,这次把“魔法帽”佩戴给“已持有大剑的角色”上！,把「魔法帽」裝備在擁有「大劍」的角色上吧！
TutorialPinkbeanMessage_0057,"<b>완성 아이템</b>이 만들어졌어!\n완성 아이템은 각 재료 아이템의 능력과, <b>특수한 효과</b>를 갖고 있어.",Default Text,"<b>완성 아이템</b>이 만들어졌어!\n완성 아이템은 각 재료 아이템의 능력과, <b>특수한 효과</b>를 갖고 있어.","You made a completed item!\nA completed item has the effects of its material items, and an additional <b>special effect</b>.",¡Fabricaste un artículo completo!\nUn artículo completo tiene los efectos de sus materiales y un <b>efecto especial</b> adicional.,你成功制作了<b>完成道具</b>！\n完成道具拥有各材料道具的能力，以及<b>特殊效果</b>。,製作出<b>完成道具</b>了！\n完成道具用有兩個材料道具的能力和<b>特殊效果</b>。
TutorialPinkbeanMessage_0058,캐릭터를 팔지 않고 아이템을 해제하는 다른 방법이 하나 있어.\n바로 <b>카르마의 가위</b>를 이용하는 거야!,Default Text,캐릭터를 팔지 않고 아이템을 해제하는 다른 방법이 하나 있어.\n바로 <b>카르마의 가위</b>를 이용하는 거야!,There's a way to remove items without selling the character.\nBy using <b>Scissors of Karma</b>!,Existe una forma de quitar objetos sin vender al personaje.\n¡Usa las <b>Tijeras del karma</b>!,在解除道具的方法中，除了出售角色外还有另一种办法。\n利用<b>宿命剪刀</b>就可以哦！,有一種不用販賣角色就可以解除物品的方法。\n就是使用<b>神奇剪刀</b>！
TutorialPinkbeanMessage_0061,"이제 다시 완성 아이템을 착용해 볼까?\n이번엔 ""초보자""에게 장착 시켜보자!",Default Text,"이제 다시 완성 아이템을 착용해 볼까?\n이번엔 ""초보자""에게 장착 시켜보자!","Shall we equip the completed item?\nThis time, equip it on the Beginner.","¿Equipamos el artículo completo?\nEsta vez, equípalo en el principiante.",现在重新佩戴完成道具吧！\n这次给“新手”佩戴看看！,現在再次配戴完成道具吧？\n這次配戴在「新手」身上吧！
TutorialPinkbeanMessage_0071,"이 이후에 혹시나 궁금한 점이 있다면, <b>사전</b>을 확인해 봐!\n[사전]을 한번 펼쳐볼까?!",Default Text,"이 이후에 혹시나 궁금한 점이 있다면, <b>사전</b>을 확인해 봐!\n[사전]을 한번 펼쳐볼까?!","If you have any questions later, check the <b>Encyclopedia</b>!\nShall we take a look?","Si más tarde tienes alguna duda, ¡revisa la <b>enciclopedia</b>!\n¿Echamos un vistazo?",以后要是还有疑问的话，可以翻阅<b>事典</b>寻找解答！\n要不现在打开一下【事典】怎么样？,以後如果有好奇的地方，就看看<b>字典</b>吧！\n要看看[字典]嗎？
TutorialPinkbeanMessage_0074,"전투를 하다 보면, 그런 생각도 들 거야.\n""지금 우리 팀에서 누가 가장 잘 싸우고 있는 걸까?"" 같은 것 말이야.",Default Text,"전투를 하다 보면, 그런 생각도 들 거야.\n""지금 우리 팀에서 누가 가장 잘 싸우고 있는 걸까?"" 같은 것 말이야.","In the heat of battle, you might wonder...\n""Who's the best fighter on my team?""","En el calor de la batalla, a veces te preguntarás:\n""¿Quién es el mejor luchador de mi equipo?"".",战斗的时候，你有没有这种想法？\n比如说：“在我的队伍里，谁的表现最出色？”,進行戰鬥時會冒出這種想法吧？\n「現在我們隊伍裡誰最擅長戰鬥呢？」都是這樣的。
TutorialPinkbeanMessage_0076,<b>통계</b>에서는 이번 리그에서 전투했던 기록을 볼 수 있어.\n각 라운드 별로 볼 수 있지.,Default Text,<b>통계</b>에서는 이번 리그에서 전투했던 기록을 볼 수 있어.\n각 라운드 별로 볼 수 있지.,<b>Statistics</b> shows you a record of your battles.\nYou can view your stats per round.,Los <b>parámetros</b> te muestran un registro de tus batallas.\nPuedes ver tus parámetros por ronda.,<b>统计</b>中可以查看本次联赛的战斗记录。\n在此可以查看每个回合的记录。,在<b>統計中</b>可以看到上一個回合的戰鬥紀錄。\n可以看到各個回合的紀錄。
TutorialPinkbeanMessage_0079,그럼 로비로 돌아가자.\n실제 리그에서도 좋은 결과가 있길 바랄게!,Default Text,그럼 로비로 돌아가자.\n실제 리그에서도 좋은 결과가 있길 바랄게!,Let's go back to the lobby.\nGood luck!,Volvamos a la sala.\n¡Buena suerte!,那让我们返回大厅吧。\n希望你在实际的联赛中也有佳绩！,那麼進入大廳吧。\n希望在實際競賽上可獲得好成績！
TutorialPinkbeanMessage_0081,제한 시간이 다 돼서 연장전에 돌입했어!\n연장전에서는 모든 캐릭터의 속도와 가하는 피해량이 모두 높아져!,Default Text,제한 시간이 다 돼서 연장전에 돌입했어!\n연장전에서는 모든 캐릭터의 속도와 가하는 피해량이 모두 높아져!,"Time's up, and now we're in overtime!\nIn overtime, all characters move faster and deal more damage!","Se acabó el tiempo, ¡ahora vamos a tiempo extra!\nEn el tiempo extra, todos los personajes se mueven más rápido e infligen más daño.",规定时间已到，你进入了加时赛！\n在加时赛中，所有角色的速度与造成的伤害量都会增加！,限制時間內結束，進入延長戰！\n在延長戰上所有角色的速度和給予傷害量全部提高！
TutorialPinkbeanMessage_0082,"오, 안녕! 다시 왔네? 기초를 다지는 건 중요하지!\n그럼 처음 만나는 것처럼 다시 한번 시작해볼까?",Default Text,"오, 안녕! 다시 왔네? 기초를 다지는 건 중요하지!\n그럼 처음 만나는 것처럼 다시 한번 시작해볼까?","Oh, hi! Good to see you again! It's always good to get a refresher!\nWell then, shall we go over everything again, just like the first time?","¡Ah, hola! ¡Tanto tiempo! ¡Siempre viene bien refrescar la memoria!\n¿Quieres que repasemos todo desde el principio como para primera vez?",回来啦？你好呀！打好基础可是重中之重！\n就像我们初次见面一样，重新开始怎么样？,喔，你好！又來了呢？打好基礎很重要！\n那麼現在就像第一次一樣，再次開始吧？
