EventType,Location,GroupID,SceneRUID,Title,Title (참고),Description,Description (참고),op1_ID,op1_description,op1_description (참고),op2_ID,op2_description,op2_description (참고),op3_ID,op3_description,op3_description (참고),reward_Ratio
,,319,,,,Event_description_319_2,종이를 하나 뒤적이더니 내 앞에 펼쳐놨다.\n\n'학생은 있고 교사는 없다. \n아줌마는 있는데 아저씨는 없다.\n형은 있는데 아저씨는 없다.'\n\n흐음… 이번 거 어려운걸?,311,Event_dialogue_162,머리털,312,Event_dialogue_163,받침,,,,
,,319,,,,Event_description_319_3,"아니야, 대부분 머리털은 있다구.\n잘 보면, 단어에 '받침'이 없다는 걸 알 수 있어.\n\n정답은 그래서 '받침'이야.",,,,,,,,,,
,,319,,,,Event_description_319_4,맞았어! 단어에 '받침'이 없지?\n\n눈치가 엄청 빠르구나.,,,,,,,,,,100
surprise,ground,320,ab187cdef1b54c00afb68c327699817f,Event_title_320,도치는 엉뚱해!,Event_description_320_1,"퀴즈 마니아 도치가 찾아왔다.\n\n""동물 좋아해?""\n\n""물론이지!""\n\n도치도 참, 당연한 걸 묻기는. \n나는 귀여운걸 좋아한다고.",314,Event_skip_page,넘기기,,,,,,,
,,320,,,,Event_description_320_2,"""좋아, 그렇다면 이번엔 동물 퀴즈야. 흥미롭지?""\n\n도치 눈이 반짝반짝 빛난다.\n\n""사냥꾼이 북극곰을 쫓고 있었어.""\n\n""북쪽으로 5Km 이동하고, \n그다음에는 서쪽... 2km를 이동했지.""",315,Event_skip_page,넘기기,,,,,,,
,,320,,,,Event_description_320_3,"""그다음에는 동쪽으로 8km를 이동해서 쫓아갔어.""\n\n""이때 문제! 곰의 색은 무슨 색일까요?""\n\n역시 도치. 방심할 수 없다!",316,Event_dialogue_164,갈색,317,Event_dialogue_165,흰색,,,,
,,320,,,,Event_description_320_4,"땡~ 곰은 갈색이라고 생각했어?\n\n아니야, 맨~처음에 보면 분명히 '북극곰'이라고 했다고. 북극곰은 흰색이야.\n\n이제 알겠지?",,,,,,,,,,
,,320,,,,Event_description_320_5,정답이야. 문제에 답이 있었지? \n\n맨~처음에 보면 '북극곰'이라고 분명히 쓰여 있었어.\n\n솜씨가 제법인걸?,,,,,,,,,,100
surprise,ground,321,fdc6ea7e9b5347c8b14aed688f8a400c,Event_title_321,숫자 놀이~,Event_description_321_1,"우파루와 세모리가 땅을 쳐다보며 \n머리를 맞대고 있다.\n\n가만히 보니, 모랫바닥에 숫자가 몇 개 쓰여 있었다.\n\n""이건, 시계일 거야. 째깍째깍 시계 말이야""\n\n""무슨 소리야, 이건 숫자니까 그냥 산수일 거야""",319,Event_skip_page,넘기기,,,,,,,
,,321,,,,Event_description_321_2,"""무슨 일이야?""\n\n말을 걸자, 세모리가 반가워하며 말했다.\n\n""마침 잘 왔어! 얼마 전에 학교에서 숙제를 냈는데, 도저히 맞추질 못하겠어."" \n\n""우리 좀 도와줘!""",320,Event_skip_page,넘기기,,,,,,,
,,321,,,,Event_description_321_3,"""5는 0보다 강하고\n0은 2보다 강하고\n2는 5보다 강하다""\n\n우파루의 기대하는 눈이 부담스러워!",321,Event_dialogue_166,시계,322,Event_dialogue_167,가위바위보,323,Event_dialogue_168,산수,
,,321,,,,Event_description_321_4,정답은 가위바위보~ 라구.\n펴진 손가락 수를 표현한 숫자였어.\n\n어떻게 시계라고 대답한 거야? 이유가 궁금해.,,,,,,,,,,
,,321,,,,Event_description_321_5,정답이야!\n펴진 손가락 수를 표현한 숫자였지?\n\n역시 좋은 머리네!,,,,,,,,,,100
,,321,,,,Event_description_321_6,산수라고 하기에는 아쉬운걸?\n\n펴진 손가락 수를 표현한 숫자였어.\n산수 공부를 조금 더 해보자.,,,,,,,,,,
surprise,fence,322,f89341e8ac4b4367926b5e86adb5761d,Event_title_322,경계를 하라!,Event_description_322_1,요즘 자꾸 울타리에서 이상한 소리가 들린다.\n\n농장 경계를 서기 위해 사미호는 북쪽을 바라보라고 시켰다.\n\n푸리에게는 남쪽을 바라보라고 시켰다.,325,Event_skip_page,넘기기,,,,,,,
,,322,,,,Event_description_322_2,"다음날 푸리는 내게 와서 한마디 했다.\n\n""아니 사미호 녀석, 이마에 진흙이 묻은 것도 모르고 경계를 서더라니까?""\n\n이 말을 들은 나는 이상한 점을 느꼈다. \n\n분명히 사미호는 북쪽, 푸리는 남쪽을 보라고 시켰는데... ",326,Event_skip_page,넘기기,,,,,,,
,,322,,,,Event_description_322_3,어떻게 사미호 얼굴을 본거지?\n\n빛이 나서 들킬 수도 있으니까 거울도 가져가지 말라고 했는데!\n\n혼란스러워!,327,Event_dialogue_169,거울을 가져갔다.,328,Event_dialogue_170,방향을 착각했다.,329,Event_dialogue_171,마주 보고 있었다.,
,,322,,,,Event_description_322_4,아니야~ 거울은 금지였어.\n\n서로 마주 보고 서 있던 게 맞아.\n너무 단순한 문제긴 했어.,,,,,,,,,,
,,322,,,,Event_description_322_5,아니야~\n방향을 착각했다고 하면 너무 억지 아니겠어?\n\n서로 마주보고 경계한 게 맞아.,,,,,,,,,,
,,322,,,,Event_description_322_6,정답!\n서로 마주보고 경계한 게 맞아.\n\n넌센스였다구.,,,,,,,,,,100
surprise,ground,323,942a31e42cd44a78ba7f2b4786286ecd,Event_title_323,높다 타워,Event_description_323_1,"토실이가 싱글벙글 웃으며 기분 좋게 \n아침을 먹고 있다.\n\n아마도 어제 '높다 타워' 에 다녀와서 그런 것 같다.\n\n""높다 타워는 잘 다녀왔어?""\n\n""물론이지~ 30층이나 되더라니까? \n근데 나 좀 깜짝 놀랄 걸 봤어""",331,Event_skip_page,넘기기,,,,,,,
,,323,,,,Event_description_323_2,"""무슨 일이 있었던거야?""\n\n""높다 타워에서 글쎄, 사람이 뚝 하고 떨어졌지 뭐야.""\n\n나는 깜짝 놀라서 멍하니 있었다. \n어떻게 아무렇지 않게 말하는 걸까!",332,Event_skip_page,넘기기,,,,,,,
,,323,,,,Event_description_323_3,"""아니 아니, 이야기를 끝까지 들어야지."" \n\n""그 사람 하나도 안 다쳤어. \n툭툭 털고 일어나서 집에 갔다니까""\n\n헉, 도대체 무슨 소리야?",333,Event_dialogue_172,바람에 날려서.,334,Event_dialogue_173,1층에서 떨어졌다.,,,,
,,323,,,,Event_description_323_4,"바람에 날렸다고?\n아냐 아냐~ 이건 넌센스야.\n\n타워는 30층이지만, 1층에서 떨어질 수도 있는 거지!",,,,,,,,,,
,,323,,,,Event_description_323_5,"정답이야. 타워는 30층이지만, 1층에서 떨어질 수도 있는 거지! \n\n좀처럼 속지 않는구나?",,,,,,,,,,100
surprise,ground,324,39585d864e004748bd54c0c07c7abed7,Event_title_324,삼색 고양이,Event_description_324_1,"고양이 유치원에 견학을 다녀온 글라스독이 말을 걸어온다.\n\n""색깔이 세 개인 고양이에 대해서 들어봤어?""\n\n""응! 물론이지, 삼색이 말하는 거지? 정말 귀여워~""",336,Event_skip_page,넘기기,,,,,,,
,,324,,,,Event_description_324_2,"나는 자신 있게 말했고, 글라스독이 말을 이어갔다.\n\n""삼색이는 전부 암컷이란 말 들어봤지? \n수컷이 없다는 말 말이야.""\n\n""물론이지, 아주 유명한 이야기인걸.""",337,Event_skip_page,넘기기,,,,,,,
,,324,,,,Event_description_324_3,"""그렇겠지? 오늘 내가 고양이 유치원에서 \n보고 온 바로는…""\n\n""그래, 문제로 내는 게 더 재밌겠어. \n삼색이는 정말 다 암컷일까?""\n\n한 번도 틀렸다고 생각한 적 없는데, \n고민이 되기 시작한다!",338,Event_dialogue_174,맞을..껄?,339,Event_dialogue_175,아닐 수도 있어.,,,,
,,324,,,,Event_description_324_4,땡~색깔 유전자는 X염색체에 존재해. \n\nXXY 클라인 펠터 증후군이면 \n수컷이 태어날 수 있거든. \n\n그래서 번식 가능한 수컷 삼색 고양이는 더욱 드문 거야~,,,,,,,,,,
,,324,,,,Event_description_324_5,정답이야! 색깔 유전자는 X염색체에 존재해. \n\nXXY 클라인 펠터 증후군이면 수컷이 \n태어날 수 있거든. \n\n그래서 번식 가능한 수컷 삼색 고양이는 더욱 드문 거야~,,,,,,,,,,100
surprise,ground,325,ef89791b2bda49de9fd211002f55ff29,Event_title_325,까칠 까칠해~,Event_description_325_1,"이마에 땀이 송골송골 맺히는 한낮에 나무 밑에서 쉬다가 글라스독을 만났다.\n\n""최근에 '힘센 고양이 마을'에 다녀녀왔어.""\n\n""재밌는 걸 들려줄까?""",341,Event_skip_page,넘기기,,,,,,,
,,325,,,,Event_description_325_2,"""오늘도 고양이 이야기야? 언제나 환영이지.""\n\n""그렇지! 너 혹시 고양이 혀가 까칠까칠한 이유를 알고 있어?""\n\n""당연하지. 고양이 혀는…""",342,Event_dialogue_176,많이 먹으려고?,343,Event_dialogue_177,털을 빗으려고?,,,,
,,325,,,,Event_description_325_3,아니야~ 혀랑은 관계가 없잖아?\n\n혀 덕분에 물을 마실 때도 아주 유리하다고.,,,,,,,,,,
,,325,,,,Event_description_325_4,정답이야~\n물을 마실 때도 아주 유리하다고!,,,,,,,,,,100
surprise,ground,326,826b376f43a6478ea316296080c2051a,Event_title_326,누군가는 몇 개?,Event_description_326_1,"시험을 한창 준비 중인 두리두가 국어책을 보고 있었다.\n\n이마에 땀이 맺혀 있는 데다가,\n끙끙 앓는 소리까지 내면서 말이다.\n\n""두리두야~ 무슨 어려운 일이라도 있어?""",345,Event_skip_page,넘기기,,,,,,,
,,326,,,,Event_description_326_2,"""아 글쎄, 이 책 좀 봐. \n말도 안 되는 문제를 써놨지 뭐람!""\n\n""뭔데, 나도 좀 볼까?""\n\n43페이지 에는 다음과 같은 문제가 적혀있었다.",346,Event_skip_page,넘기기,,,,,,,
,,326,,,,Event_description_326_3,"소녀는 2개, 아저씨 3, 아줌마 3개, 할아버지 4개, 그럼 할머니는 몇 개?'\n\n약간 뻔한 거 같은데?!",347,Event_dialogue_178,4개,348,Event_dialogue_179,3개,,,,
,,326,,,,Event_description_326_4,"아니야~ 잘 보면 글자 수랑 숫자가 같다는 걸 \n알 수 있어. \n\n할머니는 세 글자니까, 3이 정답이지!",,,,,,,,,,
,,326,,,,Event_description_326_5,"맞아. 글자 수를 이야기한 거지.\n\n할머니는 세 글자니까, 3이 정답이지!",,,,,,,,,,100
surprise,ground,327,515c50b860cc4f6f883261470568ec22,Event_title_327,거꾸로 거꾸로,Event_description_327_1,"똑똑. 노크 소리가 들려 문을 열었다. \n\n언제나 시무룩한 두리두가 방문 앞에 역시나 우울한 표정으로 서 있었다. \n\n오늘도 시험공부를 했나 보다.\n\n""오늘도 열심히 했어? 근데 표정은 왜 안 좋아~?""",350,Event_skip_page,넘기기,,,,,,,
,,327,,,,Event_description_327_2,"""말도 마… 또 억지 문제야. \n도대체 이런 문제는 누가 만드는 거람!""\n\n화가 잔뜩 나있는 걸 보니, \n어지간히 고민한 것 같다.\n\n""55페이지를 한 번 펼쳐봐...""",351,Event_skip_page,넘기기,,,,,,,
,,327,,,,Event_description_327_3,"페이지를 열어보니, 아래와 같이 쓰여 있었다.\n\n'다른 단어와 규칙이 다른 단어를 고르십시오.'\n\n'발사   수박   장사   약사   사발   입구   박수   구입   종료  사장'\n\n아하! 그거 같은데?",352,Event_dialogue_180,발사,353,Event_dialogue_181,사발,354,Event_dialogue_182,종료,
,,327,,,,Event_description_327_4,저런~ 틀렸어. \n나머지 단어들은 거꾸로 읽었을 때도 뜻이 있잖아.\n\n '종료' 는 '료종' 이니까 없는 말이지.\n\n발사 -> 사발로 뜻이 통하지?,,,,,,,,,,
,,327,,,,Event_description_327_5,저런~ 틀렸어.\n나머지 단어들은 거꾸로 읽었을 때도 뜻이 있잖아.\n\n '종료' 는 '료종' 이니까 없는 말이지.\n\n사발 -> 발사로 뜻이 통하지?,,,,,,,,,,
,,327,,,,Event_description_327_6,정답이야!\n나머지 단어들은 거꾸로 읽었을 때도 뜻이 있어.\n\n 하지만 '종료' 는 '료종' 이니까 없는 말이지.,,,,,,,,,,100
surprise,fence,328,d618d33ccf2343cfbe7deaa4710cfc12,Event_title_328,사미호와 양말,Event_description_328_1,"울타리를 지나고 있을 때, \n사미호가 팔짱을 낀 채 다가와 말을 걸었다.\n\n""오늘 마트에 좀 가려고 양말을 고르고 있었단 말이지.""\n\n""그 순간! 굉장한 퀴즈를 발견했단 말씀이지.""",356,Event_skip_page,넘기기,,,,,,,
,,328,,,,Event_description_328_2,"사미호 퀴즈 시간인가!? 사미호의 퀴즈는 너무 어려운데...\n\n""내가 상자 속에 검은 양말 12개랑 흰 양말 12개를 넣어뒀었단 말이야?""\n\n""근데, 여기서 최소한 몇 개의 양말을 꺼내야\n 적어도 같은 색깔 양말 2개를 골랐다고 \n확신할 수 있었을까?""",357,Event_dialogue_183,13개,358,Event_dialogue_179,3개,,,,
,,328,,,,Event_description_328_3,아니야~ 색깔이 두 종류잖아? \n\n3개면 흰색이건 검은색이건 두 개 이상 나오게 되어 있지. \n\n이해했어?,,,,,,,,,,
,,328,,,,Event_description_328_4,색깔이 두 종류라는 걸 눈치챘구나? \n\n맞아. 3개면 흰색이건 검은색이건 두 개 이상 나오게 되어 있지. \n\n좋았다구.,,,,,,,,,,100
surprise,fence,329,d92d2e9d84cd4bbc84fd3eed502ead30,Event_title_329,운동회 퀴즈!,Event_description_329_1,"운동회에 다녀온 뽐뽀미가 아직도 헐떡헐떡 숨을 고르고 있다.\n\n""뽐보미야~ 여기 있었구나. 운동회는 어땠어?""\n\n""100m 달리기를 하고 왔는데, 너무 힘들었어.""",360,Event_skip_page,넘기기,,,,,,,
,,329,,,,Event_description_329_2,"뽐뽀미 손에는 공책이 몇 권 들려있었다.\n\n3등 안에 들었을 확률이 큰 것 같다.\n\n""몇 등 했는지 물어봐도 돼?""",361,Event_skip_page,넘기기,,,,,,,
,,329,,,,Event_description_329_3,"""너무 정신없이 달려서 기억이 잘 안 나. \n마지막에 2등을 앞질렀던 건 기억나!""\n\n2등을 앞질렀다고? \n\n그러면 몇 등이더라…",362,Event_dialogue_185,2등,363,Event_dialogue_186,1등,,,,
,,329,,,,Event_description_329_4,정답!\n\n2등을 앞질러도 2등이지. \n1등을 앞질러야 1등이 되는 게 맞지!,,,,,,,,,,100
,,329,,,,Event_description_329_5,틀렸어~\n\n2등을 앞질러도 2등이지. \n1등을 앞질러야 1등이 된다구~,,,,,,,,,,
surprise,ground,330,ae6094570a484589912391c3a5fde35d,Event_title_330,숙제를 돕자,Event_description_330_1,"한가한 오후에 풀밭에서 푸리를 발견했다. \n아마도 숙제를 하는 것 같다.\n\n""이번엔 무슨 과목이야?""\n\n""아니야, 나 자격증 따려고 한문 공부 중이었어.""\n\n몬스터들도 열심이구나…\n\n""근데 시작부터 막혔지 뭐람.""",365,Event_skip_page,넘기기,,,,,,,
,,330,,,,Event_description_330_2,"""무슨 문제인데 그래?""\n\n""고사에서 유래된 한자인데, \n'고사성어'라고도 부른대. 그리고 네 글자래."" \n\n""뭔지 감이 좀 잡혀? 난 한문은 아직 잘 몰라서""\n\n흠...뭔가 떠오를 것도 같은데.",366,Event_dialogue_187,사자성어,367,Event_dialogue_188,호랑이성어,,,,
,,330,,,,Event_description_330_3,맞아! 사자성어가 정답이지.\n도대체 호랑이 성어는 뭐람!,,,,,,,,,,100
,,330,,,,Event_description_330_4,"재밌는 말이지만, 호랑이 성어는 세상에 없는 것 같아. \n\n정답은 사자성어였어~",,,,,,,,,,
surprise,ground,331,9519f8e4073e4139803d019e534124ab,Event_title_331,산수 놀이,Event_description_331_1,"야밤에 사미호 눈이 반짝 반짝 빛나고 있다.\n\n""아마 우리 세상에 존재하는 퀴즈 중에 제일 어려울거야. 장담한다구!""\n\n그렇게 말하지 않아도 충분히 긴장되지만, \n이번엔 진짜구나 싶다.",369,Event_skip_page,넘기기,,,,,,,
,,331,,,,Event_description_331_2,"""아래 숫자들은 순서와 규칙이 있어. \n물음표에 들어갈 숫자를 맞춰봐.""\n\n25 125 500 1500 ? 3000\n\n""힌트는 없을까?\n\n""원한다면…음…곱하기?""",370,Event_dialogue_189,1000,371,Event_dialogue_190,3000,,,,
,,331,,,,Event_description_331_3,"저런. 정답은 3000이야.\n\n25에 5를 곱하고, 각 숫자에 4, 3, 2, 1배를 하면 3000이라는 걸 알 수 있어!",,,,,,,,,,
,,331,,,,Event_description_331_4,"정답이야!\n\n25에 5를 곱하고, 각 숫자에 4, 3, 2, 1배를 하면 3000이라는 걸 알 수 있어!",,,,,,,,,,100
surprise,fence,332,2229456df0f84105a006d4f35b469131,Event_title_332,꽃과 벌,Event_description_332_1,"풀푸리와 함께 울타리 옆에 앉아 나란히 꽃을 보고 있었다.\n\n자세히 보니, 꽃들 위에 벌들이 열심히 날고 있다.",373,Event_skip_page,넘기기,,,,,,,
,,332,,,,Event_description_332_2,꽃 한 송이에 벌이 한 마리씩 앉으려니 \n벌이 한 마리 많다.\n\n꽃 한 송이에 벌이 두 마리씩 앉으니 \n꽃이 한 송이가 남는다.\n\n흐음...지금 내가 보는 꽃은 몇 송이고 벌은 \n몇 마리일까?,374,Event_dialogue_191,"꽃 2송이, 벌 3마리",375,Event_dialogue_192,"꽃 3송이, 벌 4마리",,,,
,,332,,,,Event_description_332_3,"이런, 오답이야!\n\n정답은 꽃 3송이, 벌 4마리야.\n\n왜 그런지 궁금해? 다시 계산해보면 알 거야!",,,,,,,,,,
,,332,,,,Event_description_332_4,정확해!\n꽃 3송이 벌 4마리가 있어야지 성립될 수 있는 이야기거든.,,,,,,,,,,100
surprise,ground,333,c410c69028cb4eac8d7fd3136f971c8b,Event_title_333,"기억, 저기에",Event_description_333_1,"청명한 가을 날씨에, 길을 걷다가 문뜩 익숙한 냄새가 났다.\n\n어디서 맡아 본 냄새더라?\n\n아마도 지금과 똑같이 맑은 날, \n가을의 어느 길가에서였던 것 같다.",377,Event_skip_page,넘기기,,,,,,,
,,333,,,,Event_description_333_2,"어디서 본 것 같은데, 기억은 여러 가지로 \n나뉜다고 한다.\n\n눈, 코, 귀, 촉감으로 우리는 기억을 한다. \n더 있겠지만.\n\n오늘을 보면, 혹시 냄새가 가장 오래 \n기억나는 게 아닐까? 문득 궁금하다.",378,Event_dialogue_193,냄새가 맞아.,379,Event_dialogue_194,그렇지 않아.,,,,
,,333,,,,Event_description_333_3,정답이야! 어떤 자료에서는 기억과 감정의 75%가 냄새로 인한 것이래. \n\n생각보다 굉장히 높지?,,,,,,,,,,100
,,333,,,,Event_description_333_4,"이런, 아쉽게도 오답이야.\n어떤 자료에서는 기억과 감정의 75%가 냄새로 인한 것이래. \n\n생각보다 굉장히 높지?",,,,,,,,,,
surprise,ground,334,e80fa9a7c8384d448dd16ad784856050,Event_title_334,톨스토이,Event_description_334_1,"날푸리가 신나게 날아와 자랑한다.\n파닥 파닥, 귀엽기도 하지!\n\n""오늘 '톨스토이 단편집'을 봤어.""",381,Event_skip_page,넘기기,,,,,,,
,,334,,,,Event_description_334_2,"""톨스토이? 좋지, 무엇을 느꼈어?""\n\n""마음에 와닿는 이야기가 하나 있었어. \n어떤 왕 이야기야.""\n\n""흥미로운데, 더 말해줄 수 있어?""",382,Event_skip_page,넘기기,,,,,,,
,,334,,,,Event_description_334_3,"""반지 세공사에게 왕이 명령했어.""\n\n'날 위한 반지를 만들되, \n거기에 내가 환호할 때 교만하지 않게 하며, \n내가 낙심할 때 좌절하지 않고 희망을 \n얻을 수 있는 글귀를 새겨넣어라!'\n\n""그 반지에 뭐라고 새겨넣었을지 알겠어?""",383,Event_dialogue_195,오히려 좋아,384,Event_dialogue_196,이 또한 지나가리라.,,,,
,,334,,,,Event_description_334_4,"정답은 아니지만, 나쁘진 않은데?\n오히려 좋아!",,,,,,,,,,100
,,334,,,,Event_description_334_5,정답이야! 아주 유명한 말이지.\n\n책을 많이 읽는 편이구나?,,,,,,,,,,100
surprise,mail,335,013087705d724481abc74207d6017fed,Event_title_335,상품을 타자,Event_description_335_1,광고에서 퀴즈를 맞히면 상품을 준다고 한다.\n\n상품이 로봇 청소기라니! \n이건 무조건 맞춰야 한다.,386,Event_skip_page,넘기기,,,,,,,
,,335,,,,Event_description_335_2,나의 울음으로 시작해 \n남의 울음으로 끝나는 것은?'\n\n이것 만 맞히면 선착순 500명 중 한 명이 될 수 있다!,387,Event_dialogue_197,사자후,388,Event_dialogue_198,인생,,,,
,,335,,,,Event_description_335_3,땡~ 흑흑...결국...로봇 청소기는 아니지만...\n\n소정의 골드를 받았다.,,,,,,,,,,100
,,335,,,,Event_description_335_4,맞았어! 하지만..흑흑...결국...로봇 청소기는 아니지만...\n\n소정의 골드를 받았다.,,,,,,,,,,100
surprise,mail,336,013087705d724481abc74207d6017fed,Event_title_336,강을 건너자!,Event_description_336_1,"알쏭달쏭 수수께기 협회'에서 편지가 한 장 날아왔다.\n\n퀴즈를 즐기다 보니, \n협회에도 가입했는데 한동안 소식이 뜸했다.\n\n'양으로 강을 건넌다?'라는 제목 아래에는 다음과 같이 쓰여있었다.",390,Event_skip_page,넘기기,,,,,,,
,,336,,,,Event_description_336_2,"한 상인이 양 90마리를 데리고 강을 건너려 한다.\n\n이 때, 뱃사공은 건너게 해주는 양의 절반을 배 타는 값으로 달라고 한다.\n\n상인에게 배 타는 값으로 줘야 하는 양은 최소 몇 마리 일까?\n\n꽤 간단한 거 같은데?",391,Event_dialogue_199,45마리,392,Event_dialogue_200,30마리,,,,
,,336,,,,Event_description_336_3,땡~ 틀렸어. \n\n배 타기 전에 30마리를 선불로 지불하면 돼. \n30마리만 주고도 강을 건널 수 있다구.,,,,,,,,,,
,,336,,,,Event_description_336_4,정답! \n\n배 타기 전에 30마리를 선불로 지불하면 돼. \n그러면 30마리만 주고도 강을 건널 수 있다구.,,,,,,,,,,100
surprise,ground,337,bd5cf16a42174e26891d724d2970ee35,Event_title_337,의문의 아저씨,Event_description_337_1,"치과에 다녀온 페페루가 알쏭달쏭한 게 있다고 한다.\n\n""아까 치과에서 아주 바빠 보이는 아저씨 한 분이랑 대화 했어.""\n\n ""아저씨는 치과 진료가 끝나면 빨리 안과에 가야 한다고 했어. 그것도 아주 급하게 말이지.""",394,Event_skip_page,넘기기,,,,,,,
,,337,,,,Event_description_337_2,"""안경을 쓰거나 눈이 아팠던 게 아닐까?""\n\n""아니야, 내가 봤는데 안경도 안 썼어. \n그리고 물어보니까 눈에 이상도 전혀 없고."" \n\n""자기 눈은 아주 건강하다고 했어. \n근데 질문이 끝나기도 전에 가셨지 뭐람""",395,Event_skip_page,넘기기,,,,,,,
,,337,,,,Event_description_337_3,"흐음. 이가 아파서 치과에 왔고. \n바쁘고, 안과에 가야 한다고?\n\n앗! 알 것 같다.",396,Event_dialogue_201,렌즈를 꼈다.,397,Event_dialogue_202,안과 의사다.,,,,
,,337,,,,Event_description_337_4,"재밌는 답안이지만, 오답이야.\n\n안과 의사라고 생각하면 바쁜 게 이해 가지 않을까? 정답은 안과의사야.",,,,,,,,,,
,,337,,,,Event_description_337_5,정답이야!\n\n안과 의사라고 생각하면 바쁜 것도 모두 이해가 간다구.,,,,,,,,,,100
surprise,fence,338,d90704d7c2bc47db9d0f7de77afc300d,Event_title_338,수상한 마술사,Event_description_338_1,농장에 의문의 마술사가 나타나서 마술을 보여준다고 난리다.\n\n몬스터들이 마술사 앞에 옹기종기 모여 앉았다. \n\n지금 막 옅은 하얀 연기를 '뽕'하고 터뜨렸다.,399,Event_skip_page,넘기기,,,,,,,
,,338,,,,Event_description_338_2,앞이 잘 보이지 않았다. \n그다음엔 '빵' 하면서 푸른 연기를 터뜨렸다. \n\n아까보다 훨씬 짙고 많은 양의 연기가 나왔다.\n\n뭔가 이상해서 주위를 둘러보았다.\n\n 마술사의 상자에 몬스터들의 지갑이 빼꼼 나와 있지 않은가!?,400,Event_skip_page,넘기기,,,,,,,
,,338,,,,Event_description_338_3,"마술사의 흑심이 다 보였다. \n이 녀석, 지갑을 훔치려고 온 도둑이다!\n\n히죽 히죽 웃으면서 마법사는 마지막을 준비한다는 듯 말했다.\n\n""하하하, 다음 연기는 무슨 색일까요?""\n\n뻔하지, 맞춰버린 다음에 이녀석 경찰서로 보내버려야지!",401,Event_dialogue_203,하얀 연기,402,Event_dialogue_204,검은 연기,,,,
,,338,,,,Event_description_338_4,"이런! 검은 연기가 잔뜩 뿜어져 나왔다. \n\n그사이에 나는 마술사의 손을 덥석! 붙잡아서 경찰서로 보냈다. \n\n휴, 지갑을 되찾아서 다행이야.",,,,,,,,,,100
,,338,,,,Event_description_338_5,"곧이어 검은 연기가 잔뜩 뿜어져 나왔다. \n\n그사이에 나는 마술사의 손을 덥석! 붙잡아서 경찰서로 보냈다. \n\n휴, 지갑을 되찾아서 다행이야.",,,,,,,,,,100
surprise,ground,339,e4224c6a08b94994969a3649cc5c4d04,Event_title_339,오귀자 나무,Event_description_339_1,"풀푸리가 파이어 루니에게 무언가 이야기하고 있다.\n\n""내가 문제를 내볼게.""\n\n""여기, 오귀자라는 나무가 있는데, \n이 나무는 잎이 다섯 개인 게 특징이야.""\n\n루니가 고개를 끄덕이면서 열심히 듣고 있다.",404,Event_skip_page,넘기기,,,,,,,
,,339,,,,Event_description_339_2,"""내가 지금 오귀자에서 나뭇잎을 하나 떼어내면, 오귀자를 뭐라고 불러야 해?""\n\n골똘히 생각에 잠겼던 루니가 어째서인지 수줍어한다.\n\n뭐지… 앗, 오귀자에 잎을 하나 떼면!?",405,Event_dialogue_205,사귀자,406,Event_dialogue_206,오귀자,,,,
,,339,,,,Event_description_339_3,틀렸어! \n\n나뭇잎을 하나 뗀다고 해서 나무의 본질이 바뀌지는 않아. \n\n그러니까 정답은 오귀자야.,,,,,,,,,,
,,339,,,,Event_description_339_4,정답이야! \n\n나뭇잎을 하나 뗀다고 해서 \n나무의 본질이 바꾸지는 않아. \n\n그러니까 정답은 오귀자야.,,,,,,,,,,100
surprise,ground,340,cedf169d13ec45b59ee7a54fc1147d4c,Event_title_340,도치와 자동차,Event_description_340_1,"""나, 도치 오늘도 기발한 문제를 만들어왔어.""\n\n도치는 개구쟁이지만, 난 이 시간이 즐겁다.",408,Event_skip_page,넘기기,,,,,,,
,,340,,,,Event_description_340_2,"""요즘 자동차에 좀 관심이 생겨서 이것저것 알아봤다구.""\n\n""어떤 차를 봤는데?""\n\n""본 게 아니야. 맞춰야 하는 거지~\n 중고등학생이 운전하는 차 이름이 뭐게?""\n",409,Event_dialogue_207,중고차,410,Event_dialogue_208,모르겠다.,,,,
,,340,,,,Event_description_340_3,땡. 중고등학생은 면허가 없기 때문에 \n운전할 수 없어!,,,,,,,,,,
,,340,,,,Event_description_340_4,오?! 예리한데?! \n맞아 중고등학생이 운전하면 불법이야!,,,,,,,,,,100
