PresetID,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
PR60197,6,C20001,C20004,C20010,C30004,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60198,6,C20001,C20010,C30004,C30010,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60199,6,C20001,C20010,C30004,C30013,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60200,6,C20004,C20009,C20010,C30004,C30011,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60201,6,C20009,C20010,C30004,C30010,C30011,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60202,6,C20009,C20010,C30004,C30011,C30013,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60203,6,C20009,C20010,C30004,C30011,C40002,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60204,6,C20004,C20009,C20010,C30004,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60205,6,C20009,C20010,C30004,C30010,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60206,6,C20009,C20010,C30004,C30013,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60207,6,C20004,C20009,C20010,C30004,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60208,6,C20009,C20010,C30004,C30010,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60209,6,C20009,C20010,C30004,C30013,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60210,6,C20004,C20010,C30004,C30011,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60211,6,C20010,C30004,C30010,C30011,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60212,6,C20010,C30004,C30011,C30013,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60213,6,C20004,C20010,C30004,C30011,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60214,6,C20010,C30004,C30010,C30011,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60215,6,C20010,C30004,C30011,C30013,C40006,C40011,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60216,6,C10009,C20006,C30003,C30006,C40002,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 마법사, 2 시그너스, 1 전직교관, 1 책사"
PR60217,6,C20006,C30003,C20012,C30006,C40002,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 마법사, 2 시그너스, 1 전직교관, 1 책사"
PR60218,6,C20006,C30003,C30005,C30006,C40002,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 마법사, 2 시그너스, 1 전직교관, 1 책사"
PR60219,6,C20006,C30003,C30006,C30009,C40002,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 마법사, 2 시그너스, 1 전직교관, 1 책사"
PR60220,6,C20001,C20006,C20007,C30003,C30010,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 기사단장, 1 전직교관, 1 책사"
PR60221,6,C20006,C20007,C30003,C30010,C40003,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 기사단장, 1 전직교관, 1 책사"
PR60222,6,C20006,C20007,C30003,C30010,C40004,C40012,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 기사단장, 1 전직교관, 1 책사"
PR60223,6,C10009,C20006,C30003,C30009,C30010,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60224,6,C20006,C20012,C30003,C30009,C30010,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60225,6,C20006,C30003,C30005,C30009,C30010,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60226,6,C20006,C30003,C30006,C30009,C30010,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60227,6,C20006,C30003,C30009,C30010,C40004,C40005,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60228,6,C20006,C30003,C30009,C30010,C40004,C40007,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60229,6,C20006,C30003,C30009,C30010,C40004,C40011,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 2 시그너스, 1 전직교관, 1 책사"
PR60230,6,C10008,C20004,C20006,C30003,C40004,C40005,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10005_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 책사, 1 전직교관"
PR60231,6,C10008,C20006,C30003,C30010,C40004,C40005,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10005_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 책사, 1 전직교관"
PR60232,6,C10008,C20006,C30003,C30013,C40004,C40005,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10005_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 책사, 1 전직교관"
PR60233,6,C10001,C10002,C10004,C10013,C20012,C20013,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal/Synergy_S10001_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드, 3 마스코트"
PR60234,6,C10001,C10004,C10005,C10013,C20012,C20013,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60235,6,C10001,C10004,C10013,C20012,C20013,C30011,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60236,6,C10002,C10004,C10005,C10013,C20012,C20013,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60237,6,C10002,C10004,C10013,C20012,C20013,C30011,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60238,6,C10004,C10005,C10013,C20012,C20013,C30011,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60239,6,C10001,C10004,C10013,C20002,C20012,C20013,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60240,6,C10001,C10004,C10013,C20012,C20013,C30001,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60241,6,C10002,C10004,C10013,C20002,C20012,C20013,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60242,6,C10002,C10004,C10013,C20012,C20013,C30001,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60243,6,C10004,C10013,C20002,C20012,C20013,C30001,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60244,6,C10001,C10002,C10004,C20012,C20013,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal/Synergy_S10001_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드, 3 마스코트"
PR60245,6,C10001,C10004,C10005,C20012,C20013,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60246,6,C10001,C10004,C20012,C20013,C30011,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60247,6,C10002,C10004,C10005,C20012,C20013,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60248,6,C10002,C10004,C20012,C20013,C30011,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60249,6,C10004,C10005,C20012,C20013,C30011,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10017_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 빅토리아 아일랜드"
PR60250,6,C10001,C10004,C20002,C20012,C20013,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60251,6,C10001,C10004,C20012,C20013,C30001,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60252,6,C10002,C10004,C20002,C20012,C20013,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60253,6,C10002,C10004,C20012,C20013,C30001,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60254,6,C10004,C20002,C20012,C20013,C30001,C30012,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트"
PR60255,6,C10001,C10002,C10004,C20012,C20013,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60256,6,C10001,C10004,C20002,C20012,C20013,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60257,6,C10001,C10004,C20012,C20013,C30001,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60258,6,C10002,C10004,C20002,C20012,C20013,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60259,6,C10002,C10004,C20012,C20013,C30001,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60260,6,C10004,C20002,C20012,C20013,C30001,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal/Synergy_S10001_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 방해꾼, 3 마스코트, 2 시그너스"
PR60261,6,C10006,C10007,C10012,C20004,C20008,C40009,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10024_Normal,"5 오르비스, 2 추격자, 1 전직교관"
PR60262,6,C10006,C10007,C10012,C20008,C30010,C40009,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10024_Normal,"5 오르비스, 2 추격자, 1 전직교관"
PR60263,6,C10006,C10007,C10012,C20008,C30013,C40009,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10024_Normal,"5 오르비스, 2 추격자, 1 전직교관"
PR60264,6,C10006,C10007,C10012,C20008,C40002,C40009,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10024_Normal,"5 오르비스, 2 추격자, 1 전직교관"
PR60265,6,C10009,C10013,C20012,C30005,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60266,6,C10009,C20012,C20013,C30005,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60267,6,C10009,C20012,C30005,C30012,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60268,6,C10009,C20004,C20012,C30005,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60269,6,C10009,C20012,C30005,C30010,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60270,6,C10009,C20012,C30005,C30013,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60271,6,C10009,C10013,C20012,C30006,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60272,6,C10009,C20012,C20013,C30006,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60273,6,C10009,C20012,C30006,C30012,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60274,6,C10009,C20004,C20012,C30006,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60275,6,C10009,C20012,C30006,C30010,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60276,6,C10009,C20012,C30006,C30013,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60277,6,C10009,C10013,C20012,C30009,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60278,6,C10009,C20012,C20013,C30009,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60279,6,C10009,C20012,C30009,C30012,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10011_Normal,"5 시그너스, 3 방해꾼, 2 사냥꾼, 1 책사"
PR60280,6,C10009,C20004,C20012,C30009,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60281,6,C10009,C20012,C30009,C30010,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60282,6,C10009,C20012,C30009,C30013,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"5 시그너스, 2 사냥꾼, 1 전직교관, 1 책사"
PR60283,6,C10010,C20004,C20011,C30007,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60284,6,C10010,C20011,C30007,C30010,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60285,6,C10010,C20011,C30007,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60286,6,C10010,C20004,C20011,C30007,C40008,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60287,6,C10010,C20011,C30007,C30010,C40008,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60288,6,C10010,C20011,C30007,C30013,C40008,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
PR60289,6,C20001,C20007,C20009,C20010,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10009_Normal,"4 기사단장, 3 싸움꾼"
PR60290,6,C20001,C20007,C20009,C30011,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10009_Normal,"4 기사단장, 3 싸움꾼"
PR60291,6,C20001,C20007,C20010,C30011,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10009_Normal,"4 기사단장, 3 싸움꾼"
PR60292,6,C20001,C20006,C20007,C30009,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10007_Normal,"4 기사단장, 3 그림자"
PR60293,6,C20001,C20006,C20007,C30010,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 기사단장, 3 그림자, 1 전직교관"
PR60294,6,C20001,C20007,C30009,C30010,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 기사단장, 3 그림자, 1 전직교관"
PR60295,6,C10007,C20001,C20005,C20007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60296,6,C10007,C20001,C20006,C20007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60297,6,C10007,C20001,C20007,C30006,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60298,6,C10007,C20001,C20007,C30007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60299,6,C20001,C20005,C20006,C20007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60300,6,C20001,C20005,C20007,C30006,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60301,6,C20001,C20005,C20007,C30007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60302,6,C20001,C20006,C20007,C30006,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60303,6,C20001,C20006,C20007,C30007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR60304,6,C20001,C20007,C30006,C30007,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10004_Normal,"4 기사단장, 3 마법사"
PR70001,7,C10001,C10002,C10004,C20002,C20004,C30012,C50001,,,,,,S10001_All,Battle/Synergy_S10001_Normal/Synergy_S10017_Normal,"7 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스"
PR70002,7,C10005,C20003,C20004,C30002,C30003,C40001,C50002,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 수호대, 1 전직교관"
PR70003,7,C10003,C10006,C20010,C30004,C30005,C40006,C50003,,,,,,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10018_Normal,"6 선봉장, 3 슬리피우드"
PR70004,7,C20005,C20006,C30006,C30007,C40002,C40003,C50004,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 2 시그너스, 1 전직교관"
PR70005,7,C10004,C10008,C20012,C20013,C40004,C40005,C50005,,,,,,S10005_All,Battle/Synergy_S10005_Normal/Synergy_S10020_Normal,"5 책사, 4 아케인리버"
PR70006,7,C10009,C10010,C30008,C40006,C40007,C40012,C50006,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"8 사냥꾼, 2 시그너스, 2 발록"
PR70007,7,C10009,C10010,C30008,C40006,C40007,C40012,C50007,,,,,,S10006_All,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"8 사냥꾼, 2 시그너스, 1 전직교관"
PR70008,7,C20006,C20007,C30009,C30010,C40001,C40008,C40013,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 1 전직교관"
PR70009,7,C10011,C20002,C20008,C30001,C30008,C40009,C50006,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10016_Normal/Synergy_S10021_Normal,"4 추격자, 4 엘나스, 3 오르비스, 2 사냥꾼, 2 예티와 페페"
PR70010,7,C20001,C20009,C20010,C30011,C40010,C40011,C50008,,,,,,-,Battle/Synergy_S10009_Normal,"7 싸움꾼, 2 엘나스"
PR70011,7,C10010,C10012,C20011,C30013,C40006,C40013,C50006,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 2 발록, 1 전직교관"
PR70012,7,C10004,C10013,C20012,C20013,C30012,C40007,C50005,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal,"5 방해꾼, 4 아케인리버, 2 시그너스"
PR70013,7,C10003,C10008,C20003,C20004,C20005,C30002,C50001,,,,,,S10015_All,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 시간의 신전, 3 수호대, 1 전직교관, 1 책사"
PR70014,7,C20002,C20009,C30001,C30008,C40010,C40011,C50002,,,,,,-,Battle/Synergy_S10016_Normal/Synergy_S10009_Normal,"6 엘나스, 3 싸움꾼, 2 예티와 페페"
PR70015,7,C10001,C10002,C10005,C10013,C30011,C30012,C50001,,,,,,S10017_All,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"7 빅토리아 아일랜드, 3 마스코트"
PR70016,7,C10001,C10002,C10005,C10013,C30011,C30012,C40007,,,,,,S10017_All,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"7 빅토리아 아일랜드, 3 방해꾼"
PR70017,7,C10003,C10006,C20010,C30004,C30005,C40006,C50006,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10003_Normal,"4 슬리피우드, 4 선봉장, 2 사냥꾼, 2 발록"
PR70018,7,C10008,C20006,C30003,C40002,C40004,C40005,C50008,,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10005_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 책사, 1 전직교관"
PR70019,7,C10004,C20012,C20013,C40004,C40005,C40007,C50005,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10005_Normal/Synergy_S10011_Normal,"4 아케인리버, 3 책사, 3 방해꾼, 2 시그너스"
